Chuboe_Offer_ID[Value],Chuboe_MPN,Chuboe_MFR_ID[Value],Chuboe_MFR_Text,Qty,Chuboe_Lead_Time,Chuboe_Package_Desc,C_Country_ID[Name],Chuboe_Date_Code,C_Currency_ID[ISO_Code],Description,IsActive,Chuboe_MPN_Clean,Chuboe_CPC,PriceEntered,Chuboe_MOQ,Chuboe_SPQ
,XC6220B181PR-G,,TOREX,3053,,,,,,,,,,,,
,BG95M2LA-64-SGNS,,Quectel,9750,,,,,,,,,,,,
,SMAJ22CAHR3G,,TAIWAN,6908,,,,,,,,,,,,
,8444-21B1-RK-TP,,3M,20,,,,,,,,,,,,
,CGA2B2X7R1H102K050BA,,TDK Corp,260,,,,,,,,,,,,
,RK73H1ETTP6493F,,TDK Corp,120,,,,,,,,,,,,
,ERJ-3GEYJ152V,,Panasonic,601,,,,,,,,,,,,
,EXB-V4V220JV,,Panasonic,16,,,,,,,,,,,,
,ECU-V1H100DCV,,Panasonic,39,,,,,,,,,,,,
,NMC-T0805Y5V106Z10TRPR95F,,NIC,1869,,,,,,,,,,,,
,TC74A5-3.3VCTTR,,Microchip Technology Inc,42,,,,,,,,,,,,
,XCF04SVOG20C,,Xilinx,9,,,,,,,,,,,,
,54819-0572,,Molex LLC,156,,,,,,,,,,,,
,5015,,KEYSTONE,179,,,,,,,,,,,,
,LMV324IDR,,Texas Instruments,12500,,,,,,,,,,,,
,10-9002-A,,GC ELECTRO,73,,,,,,,,,,,,
,MMBT2222ALT1G,,ON,5985,,,,,,,,,,,,
,NMC0805X7R103K50TRPF,,NIC,6557,,,,,,,,,,,,
,NRC10F5231TRF,,NIC,22145,,,,,,,,,,,,
,NRC10F1001TRF,,NIC,22173,,,,,,,,,,,,
,90190A157,,MCMASTER,10630,,,,,,,,,,,,
,66615A3,,MCMASTER,10036,,,,,,,,,,,,
,90048A151,,MCMASTER,9939,,,,,,,,,,,,
,ADG5434BRUZ-REEL7,,Analog Devices Inc,1875,,,,,,,,,,,,
,ADP5301ACBZ-3-R7,,ANALOG DEV,875,,,,,,,,,,,,
,10-503725-006,,AMPHENOL,520,,,,,,,,,,,,
,CRCW0402432RFKED,,VISHAY,44158,,,,,,,,,,,,
,EVE JBH F15 20B,,Panasonic,5040,,,,,,,,,,,,
,A1006UK/TA1NX,,NXP Semiconductor,241509,,,,,,,,,,0.5302,,
,MAX30003CWV+T,,Maxim Integrated,9673,,,,,,,,,,,,
,AB-RTCMC-32.768KHZ-IBO5-S3-T,,Abracon,8130,,,,,,,,,,,,
,ODD26F32S6000AAPA762,,POSITRONIC,197,,,,,,,,,,,,
,M30624FGPGP#U3C,,Renesas,111,,,,,,,,,,,,
,IS42S32200L-6TL,,Issi,9672,,,,,,,,,,,,
,MAX32650GWQ+T,,MAXIM-INT,1985,,,,,,,,,,,,
,ODD15F32S6000AAPA762,,POSITRONIC,499,,,,,,,,,,,,
,PTS830GG140SMTRLFS,,C&K,5004,,,,,,,,,,,,
,7835,,M-TRON,347,,,,,,,,,,,,
,NL17SV16XV5T2G,,On Semiconductor,14695,,,,,,,,,,,,
,7834,,M-TRON,270,,,,,,,,,,,,
,CPH3225A,,SEIKO,10530,,,,,,,,,,,,
,ADP5301ACBZ-2-R7,,ANALOG DEV,2028,,,,,,,,,,,,
,R1LV0408DSP-7LI#S0,,Renesas,5143,,,,,,,,,,,,
,RC0201FR-076M8L,,Yageo,52263,,,,,,,,,,,,
,ICM-MA50HSS52-1161(LF)(SN),,Jst,5269,,,,,,,,,,,,
,GRM155R60J106ME15D,,Murata,105578,,,,,,,,,,,,
,0537800570,,Molex LLC,10786,,,,,,,,,,,,
,DSC2010-100RJT1,,WELWYN,766,,,,,,,,,,,,
,GRM0335C1E470JA01D,,Murata,17105,,,,,,,,,,,,
,LMC6464BIMX/NOPB,,Texas Instruments,1238,,,,,,,,,,,,
,762-04,,GLORY_SOUND,1661,,,,,,,,,,,,
,TPS22916BYFPT,,Texas Instruments,17767,,,,,,,,,,,,
,TLNT227M010R1300,,Avx Corp,3668,,,,,,,,,,,,
,RC0201FR-0710KL,,Yageo,11585,,,,,,,,,,,,
,TS01-W-Q-E,,C&K,3314,,,,,,,,,,,,
,GRM033R60J105ME11D,,Murata,191478,,,,,,,,,,,,
,AD7394ARZ-REEL7,,Analog Devices Inc,1076,,,,,,,,,,,,
,REF5025AIDR,,Texas Instruments,835,,,,,,,,,,,,
,DS1306EN+T&R,,Maxim Integrated,1552,,,,,,,,,,,,
,CRCW040290R9FKED,,VISHAY,2014,,,,,,,,,,,,
,BSC110N06NS3GATMA1,,Infineon,527,,,,,,,,,,,,
,MMSZ4700T1G,,On Semiconductor,3867,,,,,,,,,,,,
,FOD817DSD,,On Semiconductor,1523,,,,,,,,,,,,
,7M-24.000MEEQ-T,,TXC,519,,,,,,,,,,,,
,SST26VF064BT-104I/SM,,Microchip Technology Inc,383,,,,,,,,,,,,
,LT1963AEST-3.3#TRPBF,,ANALOG DEV,2347,,,,,,,,,,,,
,TPS259573DSGR,,Texas Instruments,4326,,,,,,,,,,,,
,LMV431ACM5X/NOPB,,Texas Instruments,1433,,,,,,,,,,,,
,SN65DSI84TPAPRQ1,,Texas Instruments,377,,,,,,,,,,,,
,EEH-ZKV121XUP,,Panasonic,2840,,,,,,,,,,,,
,EEH-ZKE181XUP,,Panasonic,1700,,,,,,,,,,,,
,CRCW06034K75FKEA,,VISHAY,8267,,,,,,,,,,,,
,TPSD107M016R0125,,Avx Corp,400,,,,,,,,,,,,
,OP593A,,OPTEK,5838,,,,,,,,,,,,
,G4A-1A-E 12VDC,,OMRON,74,,,,,,,,,,,,
,AGL1000V2-FGG484I,,Microchip Technology Inc,2,,,,,,,,,,,,
,AGL1000V5-FGG484,,Microchip Technology Inc,6,,,,,,,,,,,,
,PCI9656-BA66BIG,,Broadcom,52,,,,,,,,,,,,
,A6801SLW-T,,Allegro MicroSystems,46,,,,,,,,,,,,
,FDS6890A,,On Semiconductor,3038,,,,,,,,,,,,
,EGG.1B.304.CYM,,LEMO,320,,,,,,,,,,,,
,TXS0102DCUT,,Texas Instruments,1041,,,,,,,,,,,,
,AP2138N-2.5TRG1,,DIODESINC,1715,,,,,,,,,,,,
,AQV217AX,,Panasonic,104,,,,,,,,,,,,
,ERJ-2RKF4702X,,Panasonic,40604,,,,,,,,,,,,
,ERJ-2RKF1004X,,Panasonic,36677,,,,,,,,,,,,
,ERJ-2RKF1003X,,Panasonic,20209,,,,,,,,,,,,
,CL05A474KP5NNNC,,Samsung,15633,,,,,,,,,,,,
,CL05A475KP5NRNC,,Samsung,13470,,,,,,,,,,,,
,ERJ-2RKF1500X,,Panasonic,10000,,,,,,,,,,,,
,CL05C390JB5NNNC,,Samsung,8986,,,,,,,,,,,,
,ERJ-2RKF2672X,,Panasonic,8970,,,,,,,,,,,,
,ERJ-2RKF1502X,,Panasonic,8829,,,,,,,,,,,,
,ERJ-2RKF1000X,,Panasonic,7787,,,,,,,,,,,,
,ERJ-2RKF1001X,,Panasonic,7658,,,,,,,,,,,,
,ERJ-3EKF10R0V,,Panasonic,3989,,,,,,,,,,,,
,ERJ-3EKF3651V,,Panasonic,3976,,,,,,,,,,,,
,ERJ-2RKF3240X,,Panasonic,3819,,,,,,,,,,,,
,CL10B104KC8NNNC,,Samsung,2310,,,,,,,,,,,,
,CL10B102KC8NNNC,,Samsung,1959,,,,,,,,,,,,
,CL10B103KB8NNNC,,Samsung,983,,,,,,,,,,,,
,ERJ-3EKF7320V,,Panasonic,102,,,,,,,,,,,,
,ERJ-2RKF2492X,,Panasonic,93,,,,,,,,,,,,
,ERJ-3EKF5602V,,Panasonic,75,,,,,,,,,,,,
,ERJ-2RKF6491X,,Panasonic,50,,,,,,,,,,,,
,ADA4610-2ARMZ-R7,,ANALOG DEV,290,,,,,,,,,,,,
,CC1210KKX7RCBB103,,Yageo,12000,,,,,,,,,,,,
,36CT1AR24D4,,SOC,189,,,,,,,,,,,,
,LP5012PWR,,Texas Instruments,183,,,,,,,,,,,,
,BM1422AGMV-ZE2,,Rohm,95,,,,,,,,,,,,
,LIS2DH12TR,,ST MICRO,778,,,,,,,,,,,,
,STMM-110-02-G-D-SM-K-TR,,Samtec Inc,1011,,,,,,,,,,,,
,LIS3DHTR,,ST MICRO,1477,,,,,,,,,,,,
,MPC860SRVR50D4R2,,NXP Semiconductor,35833,,,,,,,,,,75,,
,SDR0805-680KL,,Bourns Inc,678,,,,,,,,,,,,
,FX23-120P-0.5SV15,,Hirose Electric,774,,,,,,,,,,,,
,LMZ22010TZ/NOPB,,Texas Instruments,894,,,,,,,,,,,,
,LMZ14203HTZX/NOPB,,Texas Instruments,340,,,,,,,,,,,,
,C1210C106M5RACTU,,Kemet Electronics Corp,7681,,,,,,,,,,,,
,RS1G300GNTB,,Rohm,3242,,,,,,,,,,,,
,20535-040E-02,,I-PEX,2300,,,,,,,,,,,,
,430450620,,Molex LLC,690,,,,,,,,,,,,
,CGA6M3X7R1C106K200AB,,TDK Corp,11217,,,,,,,,,,,,
,LM3150MHX/NOPB,,Texas Instruments,459,,,,,,,,,,,,
,C2012X5R1V106K125AC,,TDK Corp,3985,,,,,,,,,,,,
,T491X107K025AT,,Kemet Electronics Corp,776,,,,,,,,,,,,
,SRP1265A-1R5M,,Bourns Inc,1053,,,,,,,,,,,,
,865080345012,,Wuerth Elektronik,2321,,,,,,,,,,,,
,10SVPC120M,,Panasonic,1067,,,,,,,,,,,,
,SIRA96DP-T1-GE3,,VISHAY,663,,,,,,,,,,,,
,C0603C105K3RACTU,,Kemet Electronics Corp,6078,,,,,,,,,,,,
,B72510E2170K062,,TDK Corp,855,,,,,,,,,,,,
,ECP-U1C474MA5,,Panasonic,696,,,,,,,,,,,,
,0603YC474KAT2A,,Avx Corp,5072,,,,,,,,,,,,
,CB61F15A-TR2,,EATON,448,,,,,,,,,,,,
,"PESD5V0X1BL,315",,Nexperia,427,,,,,,,,,,,,
,0603YD225KAT2A,,KYOCERA,2709,,,,,,,,,,,,
,CM316X5R475K50AT,,KYOCERA,2096,,,,,,,,,,,,
,CGA4F2C0G1H153J085AA,,TDK Corp,856,,,,,,,,,,,,
,RG1608P-2431-D-T5,,SUSUMU,1972,,,,,,,,,,,,
,C0402C479C5GACTU,,Kemet Electronics Corp,3038,,,,,,,,,,,,
,CR0603-10W-7322FT,,VENKEL,20562,,,,,,,,,,,,
,04025C103KAT4A,,KYOCERA,849,,,,,,,,,,,,
,RK73H1ETTP7872F,,KOA/SPEER,963,,,,,,,,,,,,
,331161702513,,Wuerth Elektronik,700,,,,,,,,,,,,
,39000073,,Molex LLC,1675,,,,,,,,,,,,
,3053 RED,,ALPHA WIRE,8510,,,,,,,,,,,,
,3053-2,,ALPHA,5530,,,,,,,,,,,,
,3053 BR005,,ALPHA WIRE,4895.79,,,,,,,,,,,,
,3053-6,,ALPHA,3600,,,,,,,,,,,,
,DS28C36Q+T,,MAXIM-INT,124,,,,,,,,,,,,
,F221 3/16 BLACK,,ALPHA WIRE ,5930,,,,,,,,,,,,
,5SGXMA3H3F35C4G,,Intel Corp,343,,,,,,,,,,,,
,5SGXMA4H3F35C4G,,Intel Corp,170,,,,,,,,,,,,
,XC7VX485T-1FFG1157C,,Xilinx,120,,,,,,,,,,,,
,RI-90SIA/MOD1,,COMUS/COTO,1013651,,,,,,,,,,,,
,RI-26SIC/MOD1,,COMUS,319320,,,,,,,,,,,,
,TR8M225M 016C4000,,VISHAY,293665,,,,,,,,,,,,
,RC0402FR-0747K5L,,Yageo,2819,,,,,,,,,,,,
,RC0402FR-0743K2L,,Yageo,352874,,,,,,,,,,,,
,SPHV36-01ETG,,Littelfuse Inc,206701,,,,,,,,,,,,
,RI-26SIB/MOD1,,COMUS/COTO,223447,,,,,,,,,,,,
,RI-70SIA/MOD1,,COMUS,203857,,,,,,,,,,,,
,SML-P12YTT86R,,Rohm,119939,,,,,,,,,,,,
,RC0201FR-0722KL,,Yageo,42301,,,,,,,,,,,,
,0201X105M100CT,,Walsin Technology Corp,39952,,,,,,,,,,,,
,RL0402FR-070R82L,,Yageo,18246,,,,,,,,,,,,
,RC0201FR-071R5L,,Yageo,73590,,,,,,,,,,,,
,GCM1555C1H102GA16D,,Murata,49764,,,,,,,,,,,,
,"BZX585-C12,115",,Nexperia,3815,,,,,,,,,,,,
,FL2500050,,Diodes Inc,17011,,,,,,,,,,,,
,WR06X3011FTL,,Walsin Technology Corp,34549,,,,,,,,,,,,
,CC0402FRNPO9BN100,,Yageo,15129,,,,,,,,,,,,
,SI52112-B3-GM2R,,Skyworks,971,,,,,,,,,,,,
,RC0402FR-073K32L,,Yageo,9805,,,,,,,,,,,,
,CC0402KRX7R7BB103,,Yageo,13446,,,,,,,,,,,,
,"BC817DS,115",,Nexperia,575,,,,,,,,,,,,
,934057217315,,Nexperia,3596,,,,,,,,,,,,
,SMS15CT1G,,On Semiconductor,4745,,,,,,,,,,,,
,RC0402FR-077R5L,,Yageo,11538,,,,,,,,,,,,
,RC0402FR-0782RL,,Yageo,5330,,,,,,,,,,,,
,ERJ1GNF2003C,,Panasonic,15129,,,,,,,,,,,,
,"BC807-40,215",,Nexperia,12618,,,,,,,,,,,,
,P6SMBJ26CA,,DIOTEC,4870,,,,,,,,,,,,
,GRM155R72A471KA01D,,Murata,15495,,,,,,,,,,,,
,RC0402FR-0727RL,,Yageo,20251,,,,,,,,,,,,
,"PEMD4,115",,Nexperia,6582,,,,,,,,,,,,
,RC0402FR-07510RL,,Yageo,12477,,,,,,,,,,,,
,SR70.TCT,,SEMTECH,17316,,,,,,,,,,,,
,RC0402FR-076K04L,,Yageo,15886,,,,,,,,,,,,
,RC0402FR-072M49L,,Yageo,15968,,,,,,,,,,,,
,BSS138WH6327XTSA1,,Infineon,2051,,,,,,,,,,,,
,RC0603FR-073R6L,,Yageo,12433,,,,,,,,,,,,
,C1005X7R1H473K050BB,,TDK Corp,5583,,,,,,,,,,,,
,GRM1555C1H681JA01D,,Murata,13655,,,,,,,,,,,,
,RC0402FR-0775KL,,Yageo,8992,,,,,,,,,,,,
,TS3011ICT,,STMicroelectronics,12451,,,,,,,,,,,,
,RC0402FR-0713K3L,,Yageo,10000,,,,,,,,,,,,
,"PMEG4010ER,115",,Nexperia,5520,,,,,,,,,,,,
,5025982393,,Molex LLC,15712,,,,,,,,,,,,
,RC0402FR-0712RL,,Yageo,7589,,,,,,,,,,,,
,FDN5618P,,FAIRCHILD,13352,,,,,,,,,,,,
,0402B104K100CT,,Walsin Technology Corp,3360,,,,,,,,,,,,
,MCS04020C1002FE000,,VISHAY,6813,,,,,,,,,,,,
,RC0402FR-079K1L,,Yageo,8464,,,,,,,,,,,,
,RC0402FR-0759KL,,Yageo,3980,,,,,,,,,,,,
,RC0402FR-0724K9L,,Yageo,12114,,,,,,,,,,,,
,GRM1555C1H621GA01D,,Murata,8485,,,,,,,,,,,,
,BC847CLT1G,,On Semiconductor,2855,,,,,,,,,,,,
,LM5002SDX/NOPB,,Texas Instruments,952,,,,,,,,,,,,
,LM2901PWR,,Texas Instruments,1825,,,,,,,,,,,,
,RC0402FR-0756KL,,Yageo,816,,,,,,,,,,,,
,C0603C391J5GAC7867,,Kemet Electronics Corp,1799,,,,,,,,,,,,
,1210AC103MAT2A,,Avx Corp,7355,,,,,,,,,,,,
,BM12B-SURS-TFT(LF)(SN),,Jst,5849,,,,,,,,,,,,
,"BAT54L,315",,Nexperia,9000,,,,,,,,,,,,
,SD12CT1G,,On Semiconductor,7791,,,,,,,,,,,,
,WR04X6812FDL,,Walsin Technology Corp,8439,,,,,,,,,,,,
,RC0805FR-07120RL,,Yageo,5324,,,,,,,,,,,,
,RC0603FR-073R3L,,Yageo,3565,,,,,,,,,,,,
,S11639-31,,HAMAMATSU,3333,,,,,,,,,,,,
,TC33X-2-502E,,Bourns Inc,5137,,,,,,,,,,,,
,TC33X-2-203E,,Bourns Inc,5878,,,,,,,,,,,,
,RC0402FR-07619RL,,Yageo,6784,,,,,,,,,,,,
,RC0402FR-072K74L,,Yageo,6684,,,,,,,,,,,,
,SDQ25-101-R,,BUSSMAN,5605,,,,,,,,,,,,
,RC0402FR-0713KL,,Yageo,2062,,,,,,,,,,,,
,RC0402FR-077K68L,,Yageo,2016,,,,,,,,,,,,
,RC0402FR-07825RL,,Yageo,2012,,,,,,,,,,,,
,IC-HD2 TSSOP20 ET -40/125,,IC-HAUS,1496,,,,,,,,,,,,
,STM32L412K8U6,,ST MICRO,4914,,,,,,,,,,,,
,CC0402FRNPO9BN180,,Yageo,5855,,,,,,,,,,,,
,BM08B-SRSS-G-TBT (LF)(SN),,Jst,4828,,,,,,,,,,,,
,WR04X8662FDL,,Walsin Technology Corp,5616,,,,,,,,,,,,
,RC0805JR-071M5L,,Yageo,4737,,,,,,,,,,,,
,SML-P11YTT86RL,,Rohm,198,,,,,,,,,,,,
,ERJP06J1R2V,,Panasonic,4312,,,,,,,,,,,,
,SMBJ5.0CA-TR,,ST MICRO,5002,,,,,,,,,,,,
,CHP-081TA,,COPAL,3929,,,,,,,,,,,,
,RC0805FR-0768R1L,,Yageo,3827,,,,,,,,,,,,
,ERJ3EKF4301V,,Panasonic,4727,,,,,,,,,,,,
,RC0805FR-0715KL,,Yageo,4473,,,,,,,,,,,,
,LPD5030-103MRC,,Coilcraft Inc,186,,,,,,,,,,,,
,BAV99T-7-F,,DIODESINC,3110,,,,,,,,,,,,
,ES_SASFPN14,,EPISTAR,2005,,,,,,,,,,,,
,RC0603FR-07110RL,,Yageo,3990,,,,,,,,,,,,
,RK73H1JTTD6801F,,Koa Speer,3969,,,,,,,,,,,,
,RC0402FR-0711KL,,Yageo,7410,,,,,,,,,,,,
,19213R6CAM2P1VY3T(WW,,EVERLIGHT,17694,,,,,,,,,,,,
,RC0805FR-071M5L,,Yageo,1747,,,,,,,,,,,,
,"2N7002BK,215",,Nexperia,2298,,,,,,,,,,,,
,SMAJ33A-E3/61,,VISHAY,2291,,,,,,,,,,,,
,RC0402FR-0729K4L,,Yageo,3216,,,,,,,,,,,,
,RC0603FR-0749R9L,,Yageo,3043,,,,,,,,,,,,
,LQM21PN2R2MC0D,,Murata,2224,,,,,,,,,,,,
,CL10B104KO8NNNC,,SAMSUNG-EL,2676,,,,,,,,,,,,
,RC0603FR-0710R0L,,Yageo,2963,,,,,,,,,,,,
,"PESD3V3S1UB,115",,Nexperia,2872,,,,,,,,,,,,
,UMK212B7105KG-T,,TAIYOYUDEN,2653,,,,,,,,,,,,
,C1206C102KGRACTU,,Kemet Electronics Corp,1996,,,,,,,,,,,,
,GRM155C81C225KE11D,,Murata,2498,,,,,,,,,,,,
,NCP160AFCT330T2G,,On Semiconductor,2476,,,,,,,,,,,,
,C0805C473K1RAC7800,,Kemet Electronics Corp,1158,,,,,,,,,,,,
,PS2911-1-F3-AX,,Renesas,1530,,,,,,,,,,,,
,12067A220JAT2A,,Avx Corp,606,,,,,,,,,,,,
,GRM1555C1H821JA01D,,Murata,655,,,,,,,,,,,,
,RT0402BRD0733KL,,Yageo,7097,,,,,,,,,,,,
,74404052100,,Wuerth Elektronik,2019,,,,,,,,,,,,
,RC0402FR-071K2L,,Yageo,5219,,,,,,,,,,,,
,HIR26-21C/TR8(WW)-1,,EVERLIGHT,1970,,,,,,,,,,,,
,RC0402FR-07150KL,,Yageo,9751,,,,,,,,,,,,
,"BAT54L,315",,Nexperia,1235,,,,,,,,,,,,
,RK73H2ATTD1001F,,Koa Speer,183,,,,,,,,,,,,
,RC1206FR-0722K1L,,Yageo,1238,,,,,,,,,,,,
,RC1206FR-071M5L,,Yageo,1147,,,,,,,,,,,,
,RC0603FR-071M80L,,Yageo,1112,,,,,,,,,,,,
,SMAJ9.0A-13-F,,DIODESINC,986,,,,,,,,,,,,
,KPHHS-1005ZGC-V,,KINGBRIGHT,870,,,,,,,,,,,,
,C2012X7R1E475K125AB,,TDK Corp,852,,,,,,,,,,,,
,US1J-13-F,,DIODESINC,30,,,,,,,,,,,,
,742792040,,WUERTH,2799,,,,,,,,,,,,
,ERJP08 J 240V,,Panasonic,732,,,,,,,,,,,,
,SCC1808X 102 K 502 T,,HOLYSTONE,1932,,,,,,,,,,,,
,C0603C183K4RACTU,,Kemet Electronics Corp,691,,,,,,,,,,,,
,RC2512FK-07100RL,,Yageo,682,,,,,,,,,,,,
,RC0402FR-07105K L,,Yageo,675,,,,,,,,,,,,
,ERJ-2RKF3323X,,Panasonic,556,,,,,,,,,,,,
,HMIDM10-0801A022LBF-1,,ELETE TECH,550,,,,,,,,,,,,
,SDM1M40LP8-7,,Diodes Inc,548,,,,,,,,,,,,
,VJ1206A471KXEAT,,VISHAY/SEM,539,,,,,,,,,,,,
,HMIDM10-0801A022LBF,,ELETE TECH,541,,,,,,,,,,,,
,MK02FN64VFM10,,FREESCALE,510,,,,,,,,,,,,
,ERA-2AEB2211X,,Panasonic,504,,,,,,,,,,,,
,HFIDM33-0801A001LPG,,ELETE TECH,502,,,,,,,,,,,,
,"74HCT574PW,118",,Nexperia,490,,,,,,,,,,,,
,MAXM15062AMB+T,,Maxim Integrated,21,,,,,,,,,,,,
,NCV8716MT50TBG,,On Semiconductor,451,,,,,,,,,,,,
,ES-SMHRC18,,EPISTAR,414,,,,,,,,,,,,
,RC2512FK-071K8L,,Yageo,406,,,,,,,,,,,,
,STM32F301K8U6,,ST MICRO,398,,,,,,,,,,,,
,Q24.0-JXS21-12-50/50-T1-FU-LF,,Jauch,384,,,,,,,,,,,,
,DMP3056L-7,,Diodes Inc,333,,,,,,,,,,,,
,744031220,,Wuerth Elektronik,383,,,,,,,,,,,,
,MCS04020C2212FE000,,VISHAY,297,,,,,,,,,,,,
,ERJPA2F1002X,,Panasonic,247,,,,,,,,,,,,
,CPH3362-TL-W,,On Semiconductor,232,,,,,,,,,,,,
,SMBJ12A-TR,,ST MICRO,220,,,,,,,,,,,,
,DMN6075S-7,,DIODESINC,200,,,,,,,,,,,,
,RC1210FR-074K32L,,Yageo,193,,,,,,,,,,,,
,RC0603FR-072K7L,,Yageo,176,,,,,,,,,,,,
,SMAJ6.5A-TR,,ST MICRO,168,,,,,,,,,,,,
,TPS622318DRYR,,Texas Instruments,162,,,,,,,,,,,,
,NX7002BKMYL,,Nexperia,153,,,,,,,,,,,,
,RC0402FR-07158KL,,Yageo,130,,,,,,,,,,,,
,SMBJ16A-TR,,ST MICRO,123,,,,,,,,,,,,
,SMBJ24CA-E3/52,,VISHAY,121,,,,,,,,,,,,
,ERJ-2RKF4992X,,Panasonic,111,,,,,,,,,,,,
,CRGH2512J120R,,TE CONNECT,109,,,,,,,,,,,,
,BSS159NH6327XTSA2,,Infineon,107,,,,,,,,,,,,
,SMBJ5.0A-TR,,ST MICRO,102,,,,,,,,,,,,
,CRM2512-FX-22R0ELF,,Bourns Inc,101,,,,,,,,,,,,
,00 9175 002 001 0 06,,Avx Corp,96,,,,,,,,,,,,
,EMK212BJ106KG-T,,TAIYOYUDE,90,,,,,,,,,,,,
,NSS60100DMTTBG,,On Semiconductor,70,,,,,,,,,,,,
,SQ2362ES-T1_GE3,,VISHAY/SEM,68,,,,,,,,,,,,
,00 9175 003 001 0 06,,Avx Corp,67,,,,,,,,,,,,
,BLM21PG300SN1D,,Murata,62,,,,,,,,,,,,
,RC0805FR-07240KL,,Yageo,52,,,,,,,,,,,,
,NCP698SQ25T1G,,On Semiconductor,49,,,,,,,,,,,,
,STQ2HNK60ZR-AP,,ST MICRO,349,,,,,,,,,,,,
,SFW18R-1STE1LF,,AMPHENOL,49,,,,,,,,,,,,
,"74LVC139PW,118",,Nexperia,43,,,,,,,,,,,,
,FZT649TA,,DIODESINC,43,,,,,,,,,,,,
,SIB452DK-T1-GE3,,VISHAY,43,,,,,,,,,,,,
,VSMY2850RG,,VISHAY,43,,,,,,,,,,,,
,ZXTP722MATA,,DIODESINC,42,,,,,,,,,,,,
,NCP302LSN27T1G,,On Semiconductor,39,,,,,,,,,,,,
,BFR92PE6327HTSA1,,Infineon,37,,,,,,,,,,,,
,B5B-PH-K-S(LF)(SN),,Jst,36,,,,,,,,,,,,
,"Q24,0-JXS53-12-30/30-T1-FU-LF",,Jauch,35,,,,,,,,,,,,
,TPS61041DBVR,,Texas Instruments,32,,,,,,,,,,,,
,"74HC4052PW,118",,Nexperia,30,,,,,,,,,,,,
,AD8647ARMZ,,ANALOG DEV,30,,,,,,,,,,,,
,IS62WV6416DBLL-45TLI,,Issi,30,,,,,,,,,,,,
,"BZX84-B22,215",,Nexperia,29,,,,,,,,,,,,
,74279207,,WUERTH,28,,,,,,,,,,,,
,TLV76033DBZR,,Texas Instruments,28,,,,,,,,,,,,
,BPW 34 FASR-Z,,Osram,28,,,,,,,,,,,,
,84981-5,,TE CONNECT,28,,,,,,,,,,,,
,MAX17503ATP+T,,Maxim Integrated,27,,,,,,,,,,,,
,LM339DT,,ST MICRO,26,,,,,,,,,,,,
,SM06B-SRSS-TB(LF)(SN),,Jst,25,,,,,,,,,,,,
,LTC2483IDD#PBF,,ANALOG DEV,25,,,,,,,,,,,,
,SM04B-SRSS-G-TB(LF)(SN),,Jst,24,,,,,,,,,,,,
,DF04S2,,On Semiconductor,21,,,,,,,,,,,,
,MSP430F5438AIPZ,,Texas Instruments,21,,,,,,,,,,,,
,EMK212B7225KG-T,,TAIYOYUDE,20,,,,,,,,,,,,
,HFNTS5-2301001T,,ELETE TECH,20,,,,,,,,,,,,
,RC1210FR-071KL,,Yageo,18,,,,,,,,,,,,
,PGA112AIDGSR,,Texas Instruments,18,,,,,,,,,,,,
,SN65HVD72DGKR,,Texas Instruments,17,,,,,,,,,,,,
,SM4T35CAY,,STMicroelectronics,16,,,,,,,,,,,,
,SMM02040C3328FB300,,VISHAY/SEM,16,,,,,,,,,,,,
,LY A676-Q2T1-26-Z,,Osram,14,,,,,,,,,,,,
,0009652028,,Molex LLC,13,,,,,,,,,,,,
,SMTU1225-LF,,RENATA,11,,,,,,,,,,,,
,SM15T33CA,,STMicroelectronics,10,,,,,,,,,,,,
,BGM121A256V2R,,SILICONLAB,10,,,,,,,,,,,,
,SKRELGE010,,ALPS,6,,,,,,,,,,,,
,CRCW040291K0FKED,,VISHAY,7,,,,,,,,,,,,
,AG306-050KG-P3,,FUJIKURA,788,,,,,,,,,,,,
,SHF-117-01-L-D-SM-K-TR,,Samtec Inc,798,,,,,,,,,,,,
,TFM-105-02-L-D-A-K-TR,,Samtec Inc,961,,,,,,,,,,,,
,36003500,,Wuerth Elektronik,399,,,,,,,,,,,,
,36900000,,Wuerth Elektronik,6063,,,,,,,,,,,,
,EHF-117-01-F-D-SM-LC,,Samtec Inc,355,,,,,,,,,,,,
,36903255S,,Wuerth Elektronik,791,,,,,,,,,,,,
,FX23-120S-0.5SV,,Hirose Electric,431,,,,,,,,,,,,
,PA3855.005NLT,,Pulse Electronics,554,,,,,,,,,,,,
,A767MU107M1VLAE029,,Kemet Electronics Corp,477,,,,,,,,,,,,
,C4532X7R1E226M250KC,,TDK Corp,1938,,,,,,,,,,,,
,SMS-255F,,LEADERTEC,1282,,,,,,,,,,,,
,PL133-37TI,,Microchip Technology Inc,769,,,,,,,,,,,,
,FX23-120S-0.5SH,,Hirose Electric,406,,,,,,,,,,,,
,TLD6S20AH,,TAIWANSEMI,635,,,,,,,,,,,,
,1473005-1,,TE CONNECT,385,,,,,,,,,,,,
,878312620,,Molex LLC,374,,,,,,,,,,,,
,ADM7170ACPZ-3.3-R7,,ANALOG DEV,348,,,,,,,,,,,,
,CHS-01TB,,NIDEC_COPAL,1269,,,,,,,,,,,,
,LM5022QDGSRQ1,,Texas Instruments,431,,,,,,,,,,,,
,502231-1500,,Molex LLC,722,,,,,,,,,,,,
