Item,ItemDescription,Name,Lot Quantity,Date Code,Lot Unit Cost,Currency,Warehouse Name,Location
AD587JRZ,"IC,AD587 VREF 10V SO8,ROHS",Analog Devices Inc,60.000,2242,0.00000,USD,Astute Electronics Inc. LAM STL,LAMTB.10.7
AD630SD/883B,IC MOD/DEMOD BAL 2MHZ 20-CDIP,Analog Devices Inc,11.000,,120.00000,USD,Astute Electronics Inc,QC INSPECT
AD704ARZ-16,IC OPAMP GP 4 CIRCUIT 16SOIC,Analog Devices Inc,47.000,,0.00000,,Astute Electronics Inc. ATX Excess,G02A02
AD73311LARSZ,"IC ANALOG SPECIAL FUNCTION, SSOP",Analog Devices Inc,132.000,1745,0.00000,USD,Astute Electronics Inc. ATX Excess,G02A02
AD73311LARSZ,"IC ANALOG SPECIAL FUNCTION, SSOP",Analog Devices Inc,132.000,1745,0.00000,,Astute Electronics Inc. ATX Excess,G02A02
AD734SQ/883B,IC MULT/DIV 4-QUANDRANT 14CERDIP,Analog Devices Inc,165.000,,0.00000,,Astute Electronics Inc. - HK Excess,HK-EXCESS04
AD7626BCPZ,IC ADC 16BIT SAR 32LFCSP,Analog Devices Inc,490.000,2530,26.00000,USD,Astute Electronics Inc,HK-F03
AD7788BRMZ-REEL,IC ADC 16BIT SIGMA-DELTA 10MSOP,Analog Devices Inc,20.000,2018,0.00000,,Astute Electronics TAX Excess/Consignment,G01D01
AD7788BRMZ-REEL,IC ADC 16BIT SIGMA-DELTA 10MSOP,Analog Devices Inc,150.000,N/A,0.00000,,Astute Electronics TAX Excess/Consignment,G01C03
AD7799BRUZ-REEL,IC ADC 24BIT SIGMA-DELTA 16TSSOP,Analog Devices Inc,5000.000,,2.68000,USD,Astute Electronics Inc,QC INSPECT
AD7799BRUZ-REEL,IC ADC 24BIT SIGMA-DELTA 16TSSOP,Analog Devices Inc,5000.000,,2.68000,USD,Astute Electronics Inc,QC INSPECT
AD7799BRUZ-REEL,IC ADC 24BIT SIGMA-DELTA 16TSSOP,Analog Devices Inc,5000.000,,2.68000,USD,Astute Electronics Inc,QC INSPECT
AD7875TQ,1-CH 12-BIT SUCCESSIVE APPROXIMATION ADC,Analog Devices Inc,14.000,2010,0.00000,,Astute Electronics GEA Excess/Consignment,G01A02
AD7980ARMZRL7,IC ADC 16BIT SAR 10MSOP,Analog Devices Inc,1000.000,2521,5.72000,USD,Astute Electronics Inc,HK-E02
AD7980ARMZRL7,IC ADC 16BIT SAR 10MSOP,Analog Devices Inc,1000.000,,6.27000,USD,Astute Electronics Inc,HK-B04
AD8137YCPZ,"IC, OP AMP FULLY DIFF PKG; LFSC",Analog Devices Inc,107.000,,0.00000,USD,Astute Electronics Inc. ATX Excess,F04C01
AD8170AR,IC INTERFACE SPECIALIZED 8SOIC,Analog Devices Inc,240.000,1223,0.00000,,Astute Electronics SPA Excess/Consignment,G08B02
AD8314ACPZ-RL7,IC RF DETECT 100MHZ-2.7GHZ 8CSP,Analog Devices Inc,3000.000,2522,1.39500,USD,Astute Electronics Inc,HK-D04
AD8362ARUZ-REEL7,IC RF POWER DETECTOR TSSO16,ADI,2000.000,,4.00000,USD,Astute Electronics Inc,QC INSPECT
AD8362ARUZ-REEL7,IC RF POWER DETECTOR TSSO16,ADI,3000.000,,4.00000,USD,Astute Electronics Inc,QC INSPECT
AD8362ARUZ-REEL7,IC RF POWER DETECTOR TSSO16,ADI,1000.000,,4.00000,USD,Astute Electronics Inc,QC INSPECT
AD8510ARMZ,"IC,SMD,JFET OPAMP,AD8510,ROHS",Analog Devices Inc,138.000,2245,2.77200,USD,Astute Electronics Inc. LAM 3PL,LAMBLK.11.18
AD8672ARZ-REEL7,IC OPAMP GP 2 CIRCUIT 8SOIC,Analog Devices Inc,29.000,1918,0.00000,,Astute Electronics TAX Excess/Consignment,G07D03
AD8674ARU,Precision Amplifiers Prec Low Noise Low,Analog Devices Inc,1540.000,1533,0.00000,,Astute Electronics SPA Excess/Consignment,G08C03
AD9467BCPZ-250,16 BIT 250 MSPS A TO D CONVERTER,Analog Devices Inc,11.000,,216.47232,USD,Astute Electronics Inc. LAM 3PL,QC INSPECT
AD9518-4ABCPZ,"IC,SMD,CLK GEN,6-OUT,1.6GHZ VCO,LFCSP-48",Analog Devices Inc,63.000,2214,11.20600,USD,Astute Electronics Inc. LAM 3PL,LAMTB.10.2
AD9518-4ABCPZ,"IC,SMD,CLK GEN,6-OUT,1.6GHZ VCO,LFCSP-48",Analog Devices Inc,26.000,,13.21855,USD,Astute Electronics Inc. LAM 3PL,QC INSPECT
ADA4817-1ACPZ-R7,"IC,SMD,OPAMP,1 CKT,870V/US,LFCSP-8",Analog Devices Inc,60.000,2305,0.00000,USD,Astute Electronics Inc. LAM STL,LAMBLK.12.3
ADA4932-2YCPZ-R7,SP Amp DIFF AMP Dual �5.5V/11V 24-Pin LF,Analog Devices Inc,2000.000,2516,4.65000,USD,Astute Electronics Inc,HK-C01
ADA4932-2YCPZ-R7,SP Amp DIFF AMP Dual �5.5V/11V 24-Pin LF,Analog Devices Inc,2000.000,2516,4.65000,USD,Astute Electronics Inc,HK-C01
ADA4932-2YCPZ-R7,SP Amp DIFF AMP Dual �5.5V/11V 24-Pin LF,Analog Devices Inc,1500.000,2516,4.65000,USD,Astute Electronics Inc,HK-C01
ADG1419BRMZ,"IC,SMD,ANALOG SW,SPDT,MSOP,ADG1419BRMZ",Analog Devices Inc,47.000,,4.47700,USD,Astute Electronics Inc. LAM 3PL,LAMBLK.13.4
ADG1419BRMZ,"IC,SMD,ANALOG SW,SPDT,MSOP,ADG1419BRMZ",Analog Devices Inc,123.000,2425,4.47700,USD,Astute Electronics Inc. LAM 3PL,LAMBLK.13.4
ADG794BRQZ-REEL7,IC ANALOG VIDEO SWITCH,Analog Devices Inc,830.000,1346,0.00000,,Astute Electronics SPA Excess/Consignment,G08B02
ADM2582EBRWZ-REEL7,DGT ISO 2.5KV RS422/RS485 20SOIC,ADI,1599.000,2531,3.10000,USD,Astute Electronics Inc,HK-G04
ADM3055EBRIZ-RL,CAN 12Mbps 5V 20-Pin SOIC W T/R,Analog Devices Inc,3000.000,2533,3.75000,USD,Astute Electronics Inc,HK-C01
ADM3055EBRIZ-RL,CAN 12Mbps 5V 20-Pin SOIC W T/R,Analog Devices Inc,2000.000,2533,3.75000,USD,Astute Electronics Inc,HK-C01
ADM705ARZ,ADM705ARZ,Analog Devices Inc,98.000,1827M,0.00000,,Astute Electronics TAX Excess/Consignment,G07C01
ADM705ARZ-REEL7,IC SUPERVISOR 1 CHANNEL 8SOIC,Analog Devices Inc,1000.000,2004,0.00000,,Astute Electronics TAX Excess/Consignment,G06A01
ADN8834ACBZ-R7,IC THERMO COOLER DRIVER 25WLCSP,Analog Devices Inc,29991.000,"2544,2545,2546",2.90000,USD,Astute Electronics Inc,1018
ADP2301AUJZ-R7,IC REG BUCK ADJ 1.2A TSOT6,ADI,1000.000,2522,0.59500,USD,Astute Electronics Inc,HK-J04
ADP7102ACPZ-R7,"LDO, ADJ, 0.3A, LFCSP-EP-8, 125DEG C",ADI,500.000,2324,1.04500,USD,Astute Electronics Inc,HK-B03
ADP7112ACBZ-1.2-R7,IC REG LIN POS ADJ 200MA 6WLCSP,Analog Devices Inc,1306.000,,0.00000,USD,Astute Electronics Inc. - HK Excess,HK-EXCESS02
ADR02ARZ-REEL7,"IC,+5V PRECISION REF,SOIC8,",Analog Devices Inc,1000.000,2515,1.23000,USD,Astute Electronics Inc,HK-C04
ADR431BRZ-REEL7,IC VREG OTHER 2.5V SOIC8,ADI,1000.000,,4.20000,USD,Astute Electronics Inc,QC INSPECT
ADS1015IDGSR,4-Channel Single ADC Delta-Sigma 3.3ksps,Texas Instruments,250.000,2308,0.00000,USD,Astute Electronics Inc. LAM STL,LAMBLK.6.11
ADS1115IDGST,IC ADC 16BIT SIGMA-DELTA 10VSSOP,Texas Instruments,700.000,,0.00000,,Astute Electronics Inc. ATX Excess,G01C03
ADS1256IDBR,IC ADC 24BIT SIGMA-DELTA 28SSOP,Texas Instruments,1000.000,2249,3.14000,USD,Astute Electronics Inc,HK-G03
ADS7953SDBTR,12 Bit Analog to Digital Converter 16 In,Texas Instruments,500.000,2252,0.00000,USD,Astute Electronics Inc. LAM STL,LAM13.4.6
ADS8342IBPFBT,IC ADC 16BIT SAR 48TQFP,Texas Instruments,515.000,"42795, 1937+5, 1915+5",0.00000,,Astute Electronics TAX Excess/Consignment,G06B03
ADS8588SIPMR,IC ADC 16BIT SAR 64LQFP,Texas Instruments,3000.000,2517,3.58000,USD,Astute Electronics Inc,HK-B02
ADS8688IDBTR,"IC,SMD,ADC,16 BIT,500 KSPS,8 CHAN MUX",Texas Instruments,78.000,2336,7.81500,USD,Astute Electronics Inc. LAM 3PL,LAMBLK.6.15
ADUM1250ARZ-RL7,Digital Isolator CMOS 2-CH 1Mbps 8-Pin S,Analog Devices Inc,250.000,,0.00000,,Astute Electronics Inc. ATX Excess,G02C01
ADUM1411ARWZ-RL,DIG SOIC-16 Isolator,Analog Devices Inc,5000.000,,0.90000,USD,Astute Electronics Inc,HK-C01
ADUM1411ARWZ-RL,DIG SOIC-16 Isolator,Analog Devices Inc,5000.000,,0.90000,USD,Astute Electronics Inc,QC INSPECT
ADUM1411ARWZ-RL,DIG SOIC-16 Isolator,Analog Devices Inc,5000.000,2244,0.90000,USD,Astute Electronics Inc,HK-F04
ADUM1411ARWZ-RL,DIG SOIC-16 Isolator,Analog Devices Inc,5000.000,2244,0.90000,USD,Astute Electronics Inc,HK-A01
ADUM1411ARWZ-RL,DIG SOIC-16 Isolator,Analog Devices Inc,5000.000,2244,0.90000,USD,Astute Electronics Inc,HK-B04
ADUM1412ARWZ-RL,DGTL ISOLTR 3.75KV 4CH GP 16SOIC,ADI,5000.000,2250,0.90000,USD,Astute Electronics Inc,HK-G04
ADUM1412ARWZ-RL,DGTL ISOLTR 3.75KV 4CH GP 16SOIC,ADI,5000.000,2250,0.90000,USD,Astute Electronics Inc,HK-F04
ADUM1412ARWZ-RL,DGTL ISOLTR 3.75KV 4CH GP 16SOIC,ADI,5000.000,2250,0.90000,USD,Astute Electronics Inc,HK-J03
ADUM1412ARWZ-RL,DGTL ISOLTR 3.75KV 4CH GP 16SOIC,ADI,5000.000,,0.90000,USD,Astute Electronics Inc,HK-C01
ADUM1441ARQZ-RL7,DGTL ISO 2500VRMS 4CH GP 16QSOP,Analog Devices Inc,2000.000,,1.28000,USD,Astute Electronics Inc,QC INSPECT
AE3899/20WJ35AA-CP,"Connector, Elec.",Not Known Yet,8.000,,0.00000,USD,Astute Electronics GEA Excess/Consignment,F05E04
AE3899/20WJ35AN-CP,"Connector, Elec.",Not Known Yet,8.000,,0.00000,USD,Astute Electronics GEA Excess/Consignment,F05E04
AFBR-1539Z,"TRANSMITTER,FIBRE OPTIC CONN,685NM,10MBD",Broadcom,200.000,2306,0.00000,USD,Astute Electronics Inc. LAM STL,LAMTB.6.1
AFBR-57E6APZ,TRANSCEIVER OPTICAL LC MULTI-MODE SFP 3.,Avago Technologies,2000.000,2513/2514/2512,24.00000,USD,Astute Electronics Inc,HK-PALLET5
AFBR-5803ATZ,Fiber Optic Transceiver Module General P,Broadcom Inc,10.000,,0.00000,USD,Astute Electronics Inc. ATX Excess,G06C02
AGC-1-R,"FUSE .25x1.25 1A 250VAC,ROHS",Eaton,1000.000,,0.00000,USD,Astute Electronics Inc. LAM STL,LAMBLKB.2.1
AGN20024,(CE/) RELAY DPDT 24VDC 1A SLIM,Panasonic Corp,4662.000,,0.00000,USD,Astute Electronics Inc. - LAM Consignment,QC INSPECT
A-HDF26PP/Z-UNC3,"CONN,RCPT,D-SUB,26 POSN,3ROW,3A,THT",Assmann WSW Components GmbH,28.000,,1.96429,USD,Astute Electronics Inc. LAM 3PL,LAMBLKB.5.7
AHEF1000,"FUSE,PTC 10A AXIAL","Littelfuse, Inc.",207.000,2314,0.00000,USD,Astute Electronics Inc. LAM STL,LAMBLK.13.11
AISC-0805-R56G-T,RF Inductors - SMD FIXED IND 560NH,Abracon,4000.000,,0.04800,USD,Astute Electronics Inc. - HK Excess,HK-EXCESS06
AL6980-1.250-22,"STANDOFF, M/F, 1/4 HEX, 4-40 X",Raf Electronics Hardware,960.000,,0.00000,USD,Astute Electronics Inc. ATX Excess,G06A03
ALM-31222-TR1G,IC AMP GSM 1.7GHZ-2.7GHZ 22MCOB,Avago Technologies,23.000,,62.00000,USD,Astute Electronics Inc.,QC INSPECT
ALM-38140-TR1G,PIN DIODE ATTN 2.7V 39DB MCOB,Broadcom Inc,1537.000,,0.00000,,Astute Electronics Inc - SPE ATX,F02D04
AM26LV32CDRG4,IC XCVR 2000 SOIC16,Texas Instruments,2500.000,,0.79100,USD,Astute Electronics Inc.,QC INSPECT
AM29DL323GB90WDI,200MIPSARM920TPROCESSOR,Spansion,20.000,,0.00000,,Astute Electronics Inc. ATX Excess,G07D04
AM29LV641DL90REF,AM29LV641DL90REF,AMD,22.000,,0.00000,,Astute Electronics Inc. ATX Excess,G02D02
AM3703CUS,IC MPU SITARA 800MHZ 423FCBGA,Texas Instruments,547.000,,0.00000,,Astute Electronics Inc. - HK Excess,HK-HOLDLOT
AM-5962-8959819MZA,SRAM,Microsemi Corp,18.000,,0.00000,,Astute Electronics GEA Excess/Consignment,F01E03
AM7968125DC,"TRANSMITTER, 28 Pin, Ceramic, DIP",AMD,39.000,,0.00000,,Astute Electronics Inc. ATX Excess,G02A02
AM79C874VI,Network Interface 1-Trnsvr CMO,AMD,244.000,,0.00000,,Astute Electronics GEA Excess/Consignment,F04B02
AM79C874VI,Network Interface 1-Trnsvr CMO,AMD,285.000,1034,0.00000,,Astute Electronics GEA Excess/Consignment,G03E03
AM79C874VI,Network Interface 1-Trnsvr CMO,AMD,173.000,,0.00000,,Astute Electronics GEA Excess/Consignment,QC INSPECT
AM79C874VI,Network Interface 1-Trnsvr CMO,AMD,118.000,1034,0.00000,,Astute Electronics GEA Excess/Consignment,G01E04
AM79C874VI,Network Interface 1-Trnsvr CMO,AMD,355.000,1033,0.00000,,Astute Electronics GEA Excess/Consignment,G01E01
AM79C874VI,Network Interface 1-Trnsvr CMO,AMD,72.000,1034,0.00000,,Astute Electronics GEA Excess/Consignment,G03E03
AML24EBA3DC05,"Rocker Switch, Power-Duty, 4PDT, 3 Pos,",Honeywell International,793.000,"1531, 1547, 1518, 1526, 1518",0.00000,,Astute Electronics GEA Excess/Consignment,A03A01
AP7383-33Y-13,DIODES INC. - AP7383-33Y-13 - LDO Voltag,Diodes Inc,500.000,,0.00000,USD,Astute Electronics Inc. - HK Excess,HK-EXCESS03
APC0603T4K99Z,"RES,SMD,THIN FILM,4.99K,.01%,1/16W,0603",Ohmite,1000.000,2342,0.00000,USD,Astute Electronics Inc. LAM STL,LAMBLK.4.3
APC0603T4K99Z,"RES,SMD,THIN FILM,4.99K,.01%,1/16W,0603",Ohmite,4000.000,2349,0.00000,USD,Astute Electronics Inc. LAM STL,LAMBLK.4.3
APL3015VGC/Z-F01,Standard LEDs - SMD,Kingbright Electronic Co Ltd,20000.000,N/A,0.00000,,Astute Electronics TAX Excess/Consignment,G02C03
APTD1608CGCK,"LED,SMD,570NM,190MCD,2.1V,GRN,1608",Kingbright Electronic Co Ltd,2000.000,2315,0.00000,USD,Astute Electronics Inc. LAM STL,LAM7.1.18
APTD2012LCGCK,"LED,SMD,570NM,40MCD,1.9V,GRN,2X1.25MM",Kingbright Electronic Co Ltd,3000.000,2307,0.00000,USD,Astute Electronics Inc. LAM STL,LAM7.1.17
APXA200ARA470MH70G,CAP ALUM POLY 47UF 20% 20V SMD,Ucc,1000.000,1842,0.00000,,Astute Electronics TAX Excess/Consignment,G05B03
APXA6R3ARA221MH70G,CAP ALUM POLY 220UF 20% 6.3V SMD,Ucc,1000.000,1835,0.00000,,Astute Electronics TAX Excess/Consignment,G06B02
AQR107A-B0-EG-Y,AQR107A-B0-EG-Y,Not Known Yet,1110.000,,0.00000,USD,Astute Electronics Inc. - HK Excess,HK-LOTBIDEXCESS
AQY272AX,"RLY,PHOTO MOS,FLAT PWR,4 PIN,2A,ROHS",Panasonic,91.000,2236,0.00000,USD,Astute Electronics Inc. LAM STL,LAMBLK.2.2
AR02BTC3321,AR02BTC3321,Not Known Yet,5434.000,,0.00000,USD,Astute Electronics Inc. - HK Excess,HK-LOTBIDEXCESS
AR02BTC9761,AR02BTC9761,Viking Connectors,6673.000,,0.00000,USD,Astute Electronics Inc. - HK Excess,HK-LOTBIDEXCESS
AR02BTCX2911,AR02BTCX2911,Not Known Yet,9883.000,,0.00000,USD,Astute Electronics Inc. - HK Excess,HK-LOTBIDEXCESS
AS186-302LF,RF Switch ICs DC-6GHz IL,"Skyworks Solutions, Inc.",49.000,,5.89000,USD,Astute Electronics Inc.,MRR
AS4C16M16SA-7TCN TR,IC DRAM 256MBIT PAR 54TSOP II,Alliance Memory Inc,3999.000,2316,1.55000,USD,Astute Electronics Inc,HK-G04
AS7C1024B-12JIN,"IC-SRAM, 1024KBIT, 128KX8",Alliance Memory Inc,35.000,,2.50000,USD,Astute Electronics Inc,HK-HOLDLOT
ASK25501,CONN RA  POSI ASK25501,Positronic,15.000,,0.00000,,Astute Electronics GEA Excess/Consignment,F02A01
ASK25504,CONN RA  POSI ASK25504,Positronic,33.000,,0.00000,,Astute Electronics GEA Excess/Consignment,F02A01
ASK25504,CONN RA  POSI ASK25504,Positronic,50.000,,0.00000,,Astute Electronics GEA Excess/Consignment,F01A02
ASK25509,CONN RA  POSI ASK25509,Positronic,42.000,,0.00000,,Astute Electronics GEA Excess/Consignment,F01A03
ASP-134604-01,"CONN,SMD,VITA57.1 FMC MEZZ LPC, 160POS",Samtec Inc,75.000,2332,10.52000,USD,Astute Electronics Inc. LAM 3PL,LAM13.8.7
ASP-134604-04,"CONN,SMD,VITA57.1 FMC MEZZ LPC,160POS,PB",Samtec Inc,200.000,2411,0.00000,USD,Astute Electronics Inc. LAM STL,LAM13.4.9
AT17LV128-10JI,"IC,EEPROM",Atmel,46.000,,0.00000,USD,Astute Electronics Inc. ATX Excess,G04B03
AT24C01D-SSHM-T,IC EEPROM 1KBIT I2C 1MHZ 8SOIC,Microchip Technology Inc,44000.000,,0.00000,,Astute Electronics Inc - SPE HK,HK-EXCESS01
AT25HP512W2-10SU-2.7,IC EEPROM 512KBIT SPI 16SOIC,Microchip Technology Inc,15.000,n/a,0.00000,,Astute Electronics TAX Excess/Consignment,G07C03
AT56425-002,Semiconductor,Atmel,175.000,1119,0.00000,,Astute Electronics GEA Excess/Consignment,G01E04
AT73C507-M4UR730,Processors - Application Specialised 10G,Microchip Technology Inc,6000.000,,0.00000,,Astute Electronics Inc - SPE HK,HK-EXCESS04
AT89S52-24PU,8-Bit Mikrocontroller,Atmel,307.000,,0.00000,,Astute Electronics Inc. ATX Excess,G01A01
AT93C66B-SSHM-B,IC EEPROM 4KBIT SPI 2MHZ 8SOIC,Microchip Technology Inc,1000.000,MAY-2018,0.00000,,Astute Electronics TAX Excess/Consignment,G04B02
AT93C66B-SSHM-B,IC EEPROM 4KBIT SPI 2MHZ 8SOIC,Microchip Technology Inc,25.000,2018,0.00000,,Astute Electronics TAX Excess/Consignment,G04B02
ATA5279C-WGQW,IC PASS ENTRY 125KHZ 48VQFN,Atmel,2637.000,,0.00000,USD,Astute Electronics Inc. ATX Excess,G04B02
ATMEGA2560-16AUR,IC MCU 8BIT 256KB FLASH 100TQFP,Microchip Technology Inc,730.000,,6.35000,USD,Astute Electronics Inc,HK-B03
ATMEGA328PB-AU,IC MCU 8BIT 32KB FLASH 32TQFP,Microchip Technology Inc,150.000,,0.00000,USD,Astute Electronics Inc. ATX Excess,G07C01
ATMEGA8L-8MU,"FLASH, RISC MICROCONTROLLER ATMEGA8L-8MU",Atmel,489.000,2026,0.00000,USD,Astute Electronics Inc. ATX Excess,S0114C
ATQR12,"FUSE,CLASS CC,600V,TIME DLY,12 AMP",Eaton,50.000,inc,0.00000,GBP,Astute Electronics Inc. LAM STL,LAMBLK.12.4
ATQR15,"Mersen ATQR FIBREGLASS CARTRID GE FUSE,",Mersen,100.000,Inc,0.00000,GBP,Astute Electronics Inc. LAM STL,LAMBLK.12.1
ATS-55230K-C1-R0,"HTSK,SQ,BGA,23X23X14.5MM,BLK-ANODIZED",Advanced Thermal Solutions,199.000,,0.00000,USD,Astute Electronics Inc. LAM STL,LAMTY.7.8
B07ZK56C7B,LOCKPORT 4 INCH BLACK GAFFERS TAPE - 30,Factored Manufacturer,540.000,,0.23690,USD,Astute Electronics Inc.,0068
B12J10RE,ROHS RES 10 OHM 12W 5% AX,Ohmite,5.000,1912,0.00000,,Astute Electronics SPA Excess/Consignment,G06E01
B12J1K0E,RES 1K OHM 5% 12W AXIAL,Ohmite,20.000,1929,0.00000,,Astute Electronics TAX Excess/Consignment,G06A03
B20B-PHDSS(LF)(SN),"CON, W2B, 20P, 2R, 2mm, M, VER, BLK",Jst,5000.000,,0.00000,,Astute Electronics Inc. ATX Excess,ATX23R
B20B-PHDSS(LF)(SN),"CON, W2B, 20P, 2R, 2mm, M, VER, BLK",Jst,1500.000,,0.00000,,Astute Electronics Inc. ATX Excess,ATX23R
B-20F-28,FERRITE CORE SOLID 1.3MM,Kemet Electronics Corp,5001.000,"45, 1726",0.00000,,Astute Electronics TAX Excess/Consignment,G02E04
B20J20KE,RES 20K OHM 5% 20W AXIAL,Ohmite,5.000,1927,0.00000,,Astute Electronics TAX Excess/Consignment,G06D04
B20J20KE,RES 20K OHM 5% 20W AXIAL,Ohmite,5.000,,0.00000,,Astute Electronics TAX Excess/Consignment,G06D04
B20J20RE-B,B20J20RE-B,Ohmite,9.000,1816,0.00000,,Astute Electronics TAX Excess/Consignment,G07E02
B20J500E,Wirewound Resistors - Through Hole 20wat,Ohmite,17.000,,0.00000,,Astute Electronics TAX Excess/Consignment,G06D04
B20NJ50RE-B,B20NJ50RE-B,Ohmite,733.000,"2013, 1926, 1925",0.00000,,Astute Electronics TAX Excess/Consignment,ATX21R
B20NJ50RE-B,B20NJ50RE-B,Ohmite,900.000,2013,0.00000,,Astute Electronics TAX Excess/Consignment,ATX21R
B20NJ50RE-B,B20NJ50RE-B,Ohmite,1324.000,2013,0.00000,,Astute Electronics TAX Excess/Consignment,ATX21R
B20NJ50RE-B,B20NJ50RE-B,Ohmite,15.000,,8.25000,,Astute Electronics TAX Excess/Consignment,ATX21R
B2B-PH-SM4-TB (LF)(SN),"CONNECTOR, HEADER, SMT, 2MM, 2WAY",Jst,26000.000,2312,0.08600,USD,Astute Electronics Inc,HK-PALLET8
B2B-XH-AM(LF)(SN),"CONN,HDR,SHRD,TOPENTRY,2P,WHT,BD GDE,TH","J.S.T. MFG. CO.,LTD.",4000.000,2248,0.00000,USD,Astute Electronics Inc. LAM STL,LAMBLK.2.8
B32021A3472K000,CAP FILM Y2 4700pF �20% 300V,Epcos,1007.000,,0.00000,,Astute Electronics Inc.,F04C01
B32021A3472M189,CAP FILM 4700PF 20% 1.5KVDC RAD,Epcos,233.000,,0.20500,USD,Astute Electronics Inc. ATX Excess,G03E03
B32620A3223K189,Cap Film 22nF 250V PP 10% Dipped Radial,TDK Corp,7200.000,1020,0.00000,,Astute Electronics TAX Excess/Consignment,A01E01
B32620A3223K189,Cap Film 22nF 250V PP 10% Dipped Radial,TDK Corp,40.000,N/A,0.00000,,Astute Electronics TAX Excess/Consignment,G07E04
B32653A0104K189,Cap Film 0.1uF 1000V PP 10% (26.5 X 8.5,TDK Corp,2000.000,"191016, 190619",0.00000,,Astute Electronics TAX Excess/Consignment,ATX31L
B32653A0104K189,Cap Film 0.1uF 1000V PP 10% (26.5 X 8.5,TDK Corp,851.000,"190619, 191016",0.00000,,Astute Electronics TAX Excess/Consignment,ATX31L
B340-13-F,DIODE SCHOTTKY 40V 3A SMC,Diodes Inc,6000.000,,0.00000,,Astute Electronics Inc. - HK Excess,HK-EXCESS03
B59886C0120A070,CAP FILM 0.1UF 10% 1KVDC RADIAL,TDK Corp,1500.000,"191014, 191110",0.00000,,Astute Electronics TAX Excess/Consignment,A02C01
B59886C0120A070,CAP FILM 0.1UF 10% 1KVDC RADIAL,TDK Corp,500.000,191110,0.00000,,Astute Electronics TAX Excess/Consignment,A02C01
B59886C0120A070,CAP FILM 0.1UF 10% 1KVDC RADIAL,TDK Corp,2595.000,N/A,0.00000,,Astute Electronics TAX Excess/Consignment,A02C01
B59886C0120A070,CAP FILM 0.1UF 10% 1KVDC RADIAL,TDK Corp,1000.000,191206,0.00000,,Astute Electronics TAX Excess/Consignment,A02C01
B5B-XH-AM(LF)(SN),"CONN,HDR,SHRD,TOPENTRY,5P,WHT,BD GDE,TH","J.S.T. MFG. CO.,LTD.",500.000,2222,0.00000,USD,Astute Electronics Inc. LAM STL,LAMBLK.4.12
BACR13CG2AB,RELAY INTERNALLY SUPPRESSED 28 VDC 0.12,Dri Relays Inc,98.000,,0.00000,,Astute Electronics GEA Excess/Consignment,A03D01
BAS321-Q,DIODE STANDARD 200V 250MA SOD323,Nexperia,27000.000,,2.00000,USD,Astute Electronics Inc.,F05D04
BAS32L,SOD-80: Bas32L 75V 200mA,Nexperia,99998.000,,0.04900,USD,Astute Electronics Inc.,F07D01
BAS32L,SOD-80: Bas32L 75V 200mA,Nexperia,67497.000,,0.01000,USD,Astute Electronics Inc.,F07D01
BAS32L,SOD-80: Bas32L 75V 200mA,Nexperia,700.000,2249,0.06534,USD,Astute Electronics Inc,HK-I02
BAS32L,SOD-80: Bas32L 75V 200mA,Nexperia,37499.000,1923,0.02300,USD,Astute Electronics Inc,HK-A03
"BAS32L,115",DIODE STANDARD 75V 200MA LLDS,Nexperia,49999.000,2220,0.30000,USD,Astute Electronics Inc,HK-A03
BAS40-04T-7-F,Dio Schtky Duak Ser 40V 200mA,Diodes Inc,3763.000,"201906, 1828",0.00000,,Astute Electronics TAX Excess/Consignment,G04E04
BAS40W-04-7-F,,Diodes Inc,15000.000,1837,0.00000,,Astute Electronics Inc. ATX Excess,G02C03
BAT54ALT1G,Rectifier Diode Schottky 0.2A 5ns 3-Pin,On Semiconductor,2900.000,2334,0.00000,USD,Astute Electronics Inc. LAM STL,LAM7.1.19
BAT54C,Schottky Dual Diode,On Semiconductor,18241.000,"1839, 1832, 1749",0.00000,,Astute Electronics TAX Excess/Consignment,G01D04
BAT54CLT1G,"Diode R/S Array, Common Cathod",On Semiconductor,9000.000,1942,0.00000,,Astute Electronics TAX Excess/Consignment,G01D04
BAT54CLT1G,"Diode R/S Array, Common Cathod",On Semiconductor,7640.000,"1914, 1920",0.00000,,Astute Electronics TAX Excess/Consignment,G01D04
BAT54CLT1G,"Diode R/S Array, Common Cathod",On Semiconductor,2329.000,,0.00000,,Astute Electronics TAX Excess/Consignment,G01D04
BAT54HT1G,DIODE SCHOTTKY 30V 200MA SOD323,On Semiconductor,15000.000,,0.00000,,Astute Electronics Inc. ATX Excess,G02C01
BAT54SWT1G,"DIODE,SCHOTTKY,DUAL SERIES,SOT-323",On Semiconductor,3000.000,2321,0.00000,USD,Astute Electronics Inc. LAM STL,LAM7.1.35
BAT54WS-7-F,Rectifier Diode Schottky 30V 0.2A 5ns 2-,Diodes Inc,33.000,,0.06400,USD,Astute Electronics Inc.,DSQR
BAT54WS-7-F,Rectifier Diode Schottky 30V 0.2A 5ns 2-,Diodes Inc,55.000,,0.06400,USD,Astute Electronics Inc.,DSQR3
"BAT74,235",DIODE ARR SCHOTTKY 30V SOT-143B,Nexperia,2.000,2537,1.58000,,Astute Electronics Inc,HK-D04
"BAV70,215",DIODE ARR GP 100V 215MA TO-236AB,Nexperia,450000.000,,0.01200,USD,Astute Electronics Inc.,F05F01
