emailId,mpn,qty,price,dc,vendor_email,vendor_name,vendor_search_key,rfq_number,notes,mfr,currency,moq,spq,packaging,lead_time,coo,rohs
7041,80CPQ150PBF,250,5,10,quote@qcomponents.com,Q Components,1003110,1130292,,,USD,,,,,,
7042,LM2903AVQDRG4,22,10.00,2137,hcruz@a2globalelectronics.com,A2 Global Electronics,1004753,1130292,,,USD,,,,,,
7044,0251002.MRT1L,100,0.60,2011,sal@prismelectronics.net,Prism Electronics,1002482,1130292,,,USD,,,,,,
7045,LM2591HVSX-5.0/NOPB,117,3.55,07+,al.shammah@area51esg.com,Area51 Electronics,1002459,1130577,,,USD,,,,,,
7046,IXDD609SI,160,0.89,,sales@voyagercomponents.com,Voyager Components,1002571,1130577,,,USD,,,,,,
7047,4-1437565-2,4800,0.11,21+,sales@excesser.com,Excesser,1010568,1130577,,,USD,,,,,,
7048,LM2591HVS-5.0/NOPB,3,20.00,2020+,sal@prismelectronics.net,Prism Electronics,1002482,1130577,,,USD,,,,,,
7049,IXDD609SI,100,5.00,2209,danny.heslin@blueravencorp.com,Crestwood Technology Group,1004598,1130577,,,USD,,,,,,
7050,LM2591HVS-5.0NOPB,35,5.00,,stockcheck@atlanticsemi.com,Atlantic Semiconductor,1002457,1130292,,,USD,,,,,,
7051,594D127X0020R2T,410,2.00,0424,eric@inventorymp.com,Inventory Management Partners,1002399,1130292,,,USD,,,,,,
7052,LM2585S-5.0/NOPB,20,5.00,,sales@componentonline.com,Component Electronics Inc.,1003092,1130577,,,USD,,,,,,
