Item,,ItemDescription,Lot,Location,Lot Cost,Lot Quantity,Lot Unit Cost,Item Lot Revision,Non-Nettable Stock,,Qty WIP,Qty On Customer Orders,,Qty On Purchase Orders,Total On Hand,PO On Order 3PL,CO On Order 3PL,,Last Sales Date,Drawing Revision,Manufacturer,Name,Product Category,Warehouse,,Warehouse Name,NSN,,Expiration Date,Currency,Date Code,Price,Site,Shelf Life,Haz,,,Date Lot,,,,
RG2012P-2151-B-T5,,RES SMD 2.15K OHM 0.1% 1/8W 0805,US2205120000032,G06D04,,1000,,,,,,,,,1000,,,,,,M05604,Susumu Co Ltd,,W106,,Astute Electronics TAX Excess/Consignment,,,,,1739,,USS site,,,,,44693,,,,
RG2012P-3161-B-T5,,,US2205120000031,G06D04,,800,,,,,,,,,800,,,,,,M05604,Susumu Co Ltd,,W106,,Astute Electronics TAX Excess/Consignment,,,,,1501,,USS site,,,,,44693,,,,
RG2012P-3242-B-T5,,"RES.SMD,0805,32.4K OHMS,0.1%,ROHS",US2407290000014,LAM7.7.1,,5000,,,,,,,,,5000,,,,,,M09512,Vishay Semiconductors,,W115,,Astute Electronics Inc. LAM STL,,,,USD,2321,0.05171,USS site,,,,,45502,,,,
RG2012P-472-B-T5,,"RES,0805,0.1%,1/8W,25PPM,4.7K ROHS",US2408190000041,LAM7.11.29,,4899,,,,,,,,,4899,,,,,,M05604,Susumu Co Ltd,,W115,,Astute Electronics Inc. LAM STL,,,,GBP,Inconclusive,0.01861,USS site,,,,,45523,,,,
RG2012P-5491-B-T5,,,US2205110000016,G01D01,,100,,,,,,,,,100,,,,,,M05604,Susumu Co Ltd,,W106,,Astute Electronics TAX Excess/Consignment,,,,,2017,,USS site,,,,,44692,,,,
RG2012P-7152-B-T5,,"RES.SMD,0805,71.5K OHMS,0.1%,ROHS",US2407310000033,LAM7.7.36,,5000,,,,,,,,,5000,,,,,,M09512,Vishay Semiconductors,,W115,,Astute Electronics Inc. LAM STL,,,,USD,2421,0.0506,USS site,,,,,45504,,,,
RG2012P-82R5-B-T5,,"RES,0805,TF,1/8W,0.1%,25PPM,82.5 ROHS",US2407080000019,LAM7.2.9,,5000,,,,,,,,,5000,,,,,,M05604,Susumu Co Ltd,,W115,,Astute Electronics Inc. LAM STL,,,,USD,2309,0.05203,USS site,,,,,45481,,,,
RG82855GMESL72L,,"ESD Workmaster Bench 30""x60""",US0000000018706,G02D02,,68,,,,,,,,,68,,,,,,M02897,Intel Corp,,W104,,Astute Electronics Inc. ATX Excess,,,,,,,USS site,,,,,43039,,,,
RGC1/16SC3301BTH,,"RES,SMD,THK FILM,3.3KOHM,.1%,.063W,0402",US2409230000039,LAM7.12.17,,10000,,,,,,,,,10000,,,,,,M03079,Kamaya,,W115,,Astute Electronics Inc. LAM STL,,,,USD,,0.017,USS site,,,,,45558,,,,
RH2V2-UDC24V,,"RLY,NON LCH,DPDT,10A,24VDC,STD,TH",US2408080000030,LAMTY.5.1,,50,,,,,,,,,50,,,,,,M02786,Idec Corporation,,W115,,Astute Electronics Inc. LAM STL,,,,USD,,7.34,USS site,,,,,45512,,,,
RHR07C7500GSRE6,,RHR07C7500GSRE6,LI2207070000029,G02B01,,151,,,,,,,,,151,,,,,,M09512,Vishay Semiconductors,,W103,,Astute Electronics GEA Excess/Consignment,,,,,1523,,USS site,,,,,44749,,,,
RJ26FX103,,Trimmer Resistors - Through Hole 10K 1/4,LI2402200000027,G08E03,,20,,,,,,,,,20,,,,,,M00843,Bourns Inc,,W103,,Astute Electronics GEA Excess/Consignment,,,,,,,USS site,,,,,45342,,,,
RJR24FP201R,,RESISTOR,LI2208250000029,G07C01,,55,,,,,,,,,55,,,,,,M00843,Bourns Inc,,W103,,Astute Electronics GEA Excess/Consignment,,,,,"0933, 0944",,USS site,,,,,44798,,,,
RJR26FX503M,,Trimmer Resistors - Through Hole TRIMMER,PX2401030000290,F01C03,,189,,,,,,,,,189,,,,,,M00843,Bourns Inc,,W103,,Astute Electronics GEA Excess/Consignment,,,,,,,USS site,,,,,45294,,,,
RK73B1JRTTD3R3J,,,US2205180000038,G01D01,,5000,,,,,,,,,5000,,,,,,M03189,KOA Speer Electronics Inc,,W106,,Astute Electronics TAX Excess/Consignment,,,,,2045,,USS site,,,,,44699,,,,
RK73B1JTTD225J,,RK73B1JTTD225J,US2410180000025,G02C01,,300,,,,,,,,,300,,,,,,M03189,KOA Speer Electronics Inc,,W104,,Astute Electronics Inc. ATX Excess,,,,,,,USS site,,,,,43397,,,,
RK73B2ETTD200J,,,US2204220000030,G07D02,,9782,,,,,,,,,9782,,,,,,M03189,KOA Speer Electronics Inc,,W106,,Astute Electronics TAX Excess/Consignment,,,,,"1836, 1628",,USS site,,,,,44673,,,,
RK73B3ATTE332J,,"RES,SMD,2512,TF,5%,1W,ROHS,3.3K OHM",US2407310000018,LAM7.7.31,,3900,,,,,,,,,3900,,,,,,M06441,Yageo Corp,,W115,,Astute Electronics Inc. LAM STL,,,,USD,2409,0.04,USS site,,,,,45504,,,,
RK73H1ETTP1004F,,Fixed Resistor Metal Glaze/thi,US2210180000039,G02C01,,848,,,,,,,,,848,,,,,,M03189,KOA Speer Electronics Inc,Resistors,W104,,Astute Electronics Inc. ATX Excess,,,,,,,USS site,,,,,43395,,,,
RK73H1ETTP1501F,,"Fixed Resistor, Metal Glaze/thick Film,",US2407230000050,LAM7.3.31,,10000,,,,,,,,,10000,,,,,,M03189,KOA Speer Electronics Inc,Resistors,W115,,Astute Electronics Inc. LAM STL,,,,USD,2409,0.00297,USS site,,,,,45496,,,,
RK73H1ETTP1502F,,RES 7K50 1% 63MW 0402 100PPM,US2407230000113,LAM7.4.21,,10000,,,,,,,,,10000,,,,,,M03189,KOA Speer Electronics Inc,Inductors,W115,,Astute Electronics Inc. LAM STL,,,,USD,2401,0.00297,USS site,,,,,45496,,,,
RK73H1ETTP1600F,,"RES,SMD,1/10W,1%,0402",US2407220000024,LAM7.7.32,,10000,,,,,,,,,20000,,,,,,M03189,KOA Speer Electronics Inc,,W115,,Astute Electronics Inc. LAM STL,,,,USD,2314,0.002,USS site,,,,,45495,,,,
RK73H1ETTP1600F,,"RES,SMD,1/10W,1%,0402",US2407310000036,LAM7.7.32,,10000,,,,,,,,,20000,,,,,,M03189,KOA Speer Electronics Inc,,W115,,Astute Electronics Inc. LAM STL,,,,USD,2305,0.00424,USS site,,,,,45504,,,,
RK73H1ETTP2703F,,"RES,SMD,270K,1/10W,1%,0402",US2407310000019,LAM7.3.13,,10000,,,,,,,,,10000,,,,,,M03189,KOA Speer Electronics Inc,,W115,,Astute Electronics Inc. LAM STL,,,,USD,2401,0.0026,USS site,,,,,45504,,,,
RK73H1ETTP309F,,Chip Resistors,PX2401030000291,F02E03,,9696,,,,,,,,,9696,,,,,,M03189,KOA Speer Electronics Inc,,W103,,Astute Electronics GEA Excess/Consignment,,,,,,,USS site,,,,,45294,,,,
RK73H1ETTP3241F,,"RES,SMD,3.24K,1/10W,1%,0402",US2407230000051,LAM7.3.30,,10000,,,,,,,,,10000,,,,,,M06251,Walsin,,W115,,Astute Electronics Inc. LAM STL,,,,USD,1949,0.00297,USS site,,,,,45496,,,,
RK73H1ETTP4323F,,"RES,SMD,432K,1/10W,1%,0402",US2407310000012,LAM7.3.32,,10000,,,,,,,,,10000,,,,,,M11906,Panasonic,,W115,,Astute Electronics Inc. LAM STL,,,,USD,2206,0.0026,USS site,,,,,45504,,,,
RK73H1ETTP4422F,,RES 44.2K OHM 1% 1/10W 0402,US2407230000081,LAM7.4.22,,10000,,,,,,,,,10000,,,,,,M03189,KOA Speer Electronics Inc,,W115,,Astute Electronics Inc. LAM STL,,,,USD,2418,0.003,USS site,,,,,45496,,,,
RK73H1ETTP4422F,,RES 44.2K OHM 1% 1/10W 0402,US2205130000032,G01D03,,10000,,,,,,,,,10000,,,,,,M03189,KOA Speer Electronics Inc,,W106,,Astute Electronics TAX Excess/Consignment,,,,,1822,,USS site,,,,,44694,,,,
RK73H1ETTP4873F,,"RES,SMD,487K OHM,1/10W,1%,0402",US2407310000008,LAM7.4.25,,10000,,,,,,,,,10000,,,,,,M06251,Walsin,,W115,,Astute Electronics Inc. LAM STL,,,,USD,2149,0.0026,USS site,,,,,45504,,,,
RK73H1ETTP5102F,,"RES,SMD,51K,1/10W,1%,0402",US2407230000096,LAM7.4.8,,10000,,,,,,,,,10000,,,,,,M11906,Panasonic,,W115,,Astute Electronics Inc. LAM STL,,,,USD,2401,0.003,USS site,,,,,45496,,,,
RK73H1ETTP5111F,,Thick Film Resistors - SMD 0.1W 5.11Kohm,US2410180000028,G02C01,,7452,,,,,,,,,7452,,,,,,M03189,KOA Speer Electronics Inc,Resistors,W104,,Astute Electronics Inc. ATX Excess,,,,,,,USS site,,,,,43397,,,,
RK73H1ETTP5601F,,,US2205130000033,G01D02,,10000,,,,,,,,,10000,,,,,,M03189,KOA Speer Electronics Inc,,W106,,Astute Electronics TAX Excess/Consignment,,,,,1714,,USS site,,,,,44694,,,,
RK73H1ETTP7871F,,,US2205130000035,G01D03,,10000,,,,,,,,,10000,,,,,,M03189,KOA Speer Electronics Inc,,W106,,Astute Electronics TAX Excess/Consignment,,,,,1731,,USS site,,,,,44694,,,,
RK73H1JTTD1181F,,,US2205130000031,G01D03,,2861,,,,,,,,,2861,,,,,,M03189,KOA Speer Electronics Inc,,W106,,Astute Electronics TAX Excess/Consignment,,,,,1822,,USS site,,,,,44694,,,,
RK73H1JTTD12R1F,,"Fixed Resistor, Metal Glaze/thick Film",US0603190000027,G02C01,,572,,,,,,,,,572,,,,,,M03189,KOA Speer Electronics Inc,Resistors,W104,,Astute Electronics Inc. ATX Excess,,,,,,,USS site,,,,,43530,,,,
RK73H1JTTD1821F,,RK73H1JTTD1821F,US1911180000056,G02C01,,580,,,,,,,,,580,,,,,,M03189,KOA Speer Electronics Inc,,W104,,Astute Electronics Inc. ATX Excess,,,,,,,USS site,,,,,43423,,,,
RK73H1JTTD18R0F,,,US2205180000039,G01D01,,14998,,,,,,,,,14998,,,,,,M03189,KOA Speer Electronics Inc,,W106,,Astute Electronics TAX Excess/Consignment,,,,,2018,,USS site,,,,,44699,,,,
RK73H1JTTD20R0F,,RK73H1JTTD20R0F,US2205180000041,G01D02,,4998,,,,,,,,,4998,,,,,,M03189,KOA Speer Electronics Inc,,W106,,Astute Electronics TAX Excess/Consignment,,,,,2020,,USS site,,,,,44699,,,,
RK73H1JTTD2R70F,,,US2205180000044,G01D01,,9987,,,,,,,,,9987,,,,,,M03189,KOA Speer Electronics Inc,,W106,,Astute Electronics TAX Excess/Consignment,,,,,2018,,USS site,,,,,44699,,,,
RK73H1JTTD3923F,,RK73H1JTTD3923F,US3011180000060,G02C01,,2820,,,,,,,,,2820,,,,,,M03189,KOA Speer Electronics Inc,,W104,,Astute Electronics Inc. ATX Excess,,,,,,,USS site,,,,,43434,,,,
RK73H1JTTD3R00F,,,US2205180000042,G01D01,,15000,,,,,,,,,15000,,,,,,M03189,KOA Speer Electronics Inc,,W106,,Astute Electronics TAX Excess/Consignment,,,,,2023,,USS site,,,,,44699,,,,
RK73H1JTTD5102F,,Res Thick Film 0603 51K Ohm 1% 0.1W(1/10,US2304250000007,G01D01,,5000,,,,,,,,,5000,,,,,,M09147,Kaga Electronics,,W106,,Astute Electronics TAX Excess/Consignment,,,,,,,USS site,,,,,45041,,,,
RK73H1JTTD6813F,,"Fixed Resistor, Metal Glaze/thick Film",US0603190000020,G02C01,,605,,,,,,,,,605,,,,,,M03189,KOA Speer Electronics Inc,Resistors,W104,,Astute Electronics Inc. ATX Excess,,,,,,,USS site,,,,,43530,,,,
RK73H1JTTD7500F,,,US2205130000034,G01D03,,5000,,,,,,,,,5000,,,,,,M03189,KOA Speer Electronics Inc,,W106,,Astute Electronics TAX Excess/Consignment,,,,,1818,,USS site,,,,,44694,,,,
RK73H2ATTD4532F,,,US2205120000030,G06D04,,1000,,,,,,,,,1000,,,,,,M03189,KOA Speer Electronics Inc,,W106,,Astute Electronics TAX Excess/Consignment,,,,,1827M,,USS site,,,,,44693,,,,
RK73H2BTTD1001F,,,US2204250000037,G01B01,,5000,,,,,,,,,5000,,,,,,M03189,KOA Speer Electronics Inc,,W106,,Astute Electronics TAX Excess/Consignment,,,,,1628,,USS site,,,,,44676,,,,
RK73H2BTTD1002F,,RK73H2BTTD1002F,US2204250000021,G07D02,,5000,,,,,,,,,5000,,,,,,M03189,KOA Speer Electronics Inc,,W106,,Astute Electronics TAX Excess/Consignment,,,,,1628,,USS site,,,,,44676,,,,
RK73H2BTTD10R0F,,,US2205200000044,G01D01,,5000,,,,,,,,,10000,,,,,,M03189,KOA Speer Electronics Inc,,W106,,Astute Electronics TAX Excess/Consignment,,,,,N/A,,USS site,,,,,44701,,,,
RK73H2BTTD10R0F,,,US2205040000011,G01D01,,5000,,,,,,,,,10000,,,,,,M03189,KOA Speer Electronics Inc,,W106,,Astute Electronics TAX Excess/Consignment,,,,,1818,,USS site,,,,,44685,,,,
RK73H2BTTE2001F,,Thick Film Resistors - SMD 1/4watts 2Koh,US2203210000004,G01B03,,4000,,,,,,,,,4000,,,,,,M03189,KOA Speer Electronics Inc,,W106,,Astute Electronics TAX Excess/Consignment,,,,,1827,,USS site,,,,,44641,,,,
RK73H2ETTD18R2F,,Thick Film Resistors - SMD 1/2watts 18.2,US2405100000009,F02D04,,65,,,,,,,,,65,,,,45433,,M03189,KOA Speer Electronics Inc,,MAIN,,Astute Electronics Inc.,,,,USD,,0.04361,USS site,,,,,45422,,,,
RK73H2ETTD47R0F,,"RES,SMD,1210,10-100 OHMS,1%,0.33W,ROHS",US2407120000008,LAM7.2.6,,5000,,,,,,,,,5000,,,,,,M03189,KOA Speer Electronics Inc,,W115,,Astute Electronics Inc. LAM STL,,,,USD,2226,0.025,USS site,,,,,45485,,,,
RK73H3ALTE1001F,,Thick Film Resistors - SMD 1watts 1Kohms,PX2401030000292,F02E02,,2898,,,,,,,,,2898,,,,,,M03189,KOA Speer Electronics Inc,,W103,,Astute Electronics GEA Excess/Consignment,,,,,,,USS site,,,,,45294,,,,
RK73H3ATTE4761F,,Chip Resistors,PX2401030000293,F02E01,,3609,,,,,,,,,3609,,,,,,M03189,KOA Speer Electronics Inc,,W103,,Astute Electronics GEA Excess/Consignment,,,,,,,USS site,,,,,45294,,,,
RK73Z2ETTD,,,US2205130000030,G01D03,,5719,,,,,,,,,5719,,,,,,M03189,KOA Speer Electronics Inc,,W106,,Astute Electronics TAX Excess/Consignment,,,,,1818,,USS site,,,,,44694,,,,
RKEF050,,"FUSE,PPTC,0.50A HOLD CUR,60V,THT",US2407170000010,LAMBLK.10.1,,500,,,,,,,,,500,,,,,,M12364,"Littelfuse, Inc.",,W115,,Astute Electronics Inc. LAM STL,,,,USD,07/15/22,0.198,USS site,,,,,45490,,,,
RKEF075,,"FUSE,PPTC,0.75A HOLD CUR,60V,THT",US2408060000049,LAMBLK.9.8,,500,,,,,,,,,500,,,,,,M12364,"Littelfuse, Inc.",,W115,,Astute Electronics Inc. LAM STL,,,,USD,2213,0.204,USS site,,,,,45510,,,,
RKEF135,,"FUSE,PPTC,1.35A HOLD CUR,60V,THT",US2407230000017,LAMBLK.5.2,,500,,,,,,,,,500,,,,,,M12364,"Littelfuse, Inc.",,W115,,Astute Electronics Inc. LAM STL,,,,USD,2346,0.271,USS site,,,,,45496,,,,
RKEF500,,"FUSE,PPTC,5A HOLD CUR,60V,THT",US2407100000019,LAMBLKB.2.3,,940,,,,,,,,,940,,,,,,M12364,"Littelfuse, Inc.",,W115,,Astute Electronics Inc. LAM STL,,,,USD,,0.595,USS site,,,,,45483,,,,
RL-7021,,RAL 7021 Black Grey Paint,LI2207070000030,G07F01,,100,,,,,,,,,100,,,,,,M04808,Renco,,W103,,Astute Electronics GEA Excess/Consignment,,,,,2041,,USS site,,,,,44749,,,,
RLC63KR100JTE,,,US2205120000051,G01D03,,154,,,,,,,,,154,,,,,,M99999,Not Known Yet,,W106,,Astute Electronics TAX Excess/Consignment,,,,,N/A,,USS site,,,,,44693,,,,
RLC63KR200JTE,,Semiconductor device,US2308220000015,G01D03,,2142,,,,,,,,,2142,,,,,,M03079,Kamaya,,W106,,Astute Electronics TAX Excess/Consignment,,,,,,,USS site,,,,,45160,,,,
RLR05C1000FS,,Res Metal Film 100 Ohm 1% 0.125W(1/8W) ±,LI2207070000031,G07E04,,77,,,,,,,,,77,,,,,,M09512,Vishay Semiconductors,,W103,,Astute Electronics GEA Excess/Consignment,,,,,1838,,USS site,,,,,44749,,,,
RLR05C1000FSRE6,,RES 100 OHM 1% 1/8W AXIAL,LI2207070000032,G02E02,,78,,,,,,,,,1078,,,,,,M06762,Vishay Dale,,W103,,Astute Electronics GEA Excess/Consignment,,,,,1846,,USS site,,,,,44749,,,,
RLR05C1000FSRE6,,RES 100 OHM 1% 1/8W AXIAL,LI2207070000033,G02E02,,1000,,,,,,,,,1078,,,,,,M06762,Vishay Dale,,W103,,Astute Electronics GEA Excess/Consignment,,,,,2011,,USS site,,,,,44749,,,,
RLR05C1000GRRE6,,RES 100 OHM 2% 1/8W AXIAL,LI2207070000034,G02E01,,812,,,,,,,,,812,,,,,,M06762,Vishay Dale,,W103,,Astute Electronics GEA Excess/Consignment,,,,,1510,,USS site,,,,,44749,,,,
RLR05C1000GSRE6,,Res Metal Film 100 Ohm 2% 1/8W ±100ppm/°,LI2207070000035,G02D04,,444,,,,,,,,,444,,,,,,M09512,Vishay Semiconductors,,W103,,Astute Electronics GEA Excess/Consignment,,,,,2024,,USS site,,,,,44749,,,,
RLR05C1001FSRE6,,Res Metal Film 1K Ohm 1% 1/8W ±100ppm/°C,LI2207070000036,G02E02,,298,,,,,,,,,298,,,,,,M09512,Vishay Semiconductors,,W103,,Astute Electronics GEA Excess/Consignment,,,,,2038,,USS site,,,,,44749,,,,
RLR05C1001GSB14,,Resistor;Metal Film;Res 1 Kilohms;Pwr-Rt,CL2209090000020,G04A01,,65,,,,,,,,,65,,,,,,M09512,Vishay Semiconductors,,W103,,Astute Electronics GEA Excess/Consignment,,,,,"1249, 1317",,USS site,,,,,44813,,,,
RLR05C1001GSRE5,,"RLR05, 1 kOhm, +/- 2%, 0.001% Failure Ra",LI2207070000037,G02E03,,292,,,,,,,,,292,,,,,,M09512,Vishay Semiconductors,,W103,,Astute Electronics GEA Excess/Consignment,,,,,1433,,USS site,,,,,44749,,,,
RLR05C1002FP,,ERL-05 10K 1% T-1 RLR05C1002FP BSL,LI2208250000030,G07E04,,173,,,,,,,,,173,,,,,,M09512,Vishay Semiconductors,,W103,,Astute Electronics GEA Excess/Consignment,,,,,1208,,USS site,,,,,44798,,,,
RLR05C1002FR,,"RESISTOR, 10,000 OHMS +/-1PC",CL2209090000021,G04A01,,136,,,,,,,,,236,,,,,,M06762,Vishay Dale,,W103,,Astute Electronics GEA Excess/Consignment,,,,,1246,,USS site,,,,,44813,,,,
RLR05C1002FR,,"RESISTOR, 10,000 OHMS +/-1PC",CL2209090000022,G05D04,,100,,,,,,,,,236,,,,,,M06762,Vishay Dale,,W103,,Astute Electronics GEA Excess/Consignment,,,,,N/A,,USS site,,,,,44813,,,,
RLR05C1002GR,,Res Metal Film 10K Ohm 2% 1/8W100ppm/C 0,CL2209090000023,G06B03,,680,,,,,,,,,680,,,,,,M09512,Vishay Semiconductors,,W103,,Astute Electronics GEA Excess/Consignment,,,,,1240,,USS site,,,,,44813,,,,
RLR05C1002GSRE6,,Res Metal Film 10K Ohm 2% 0.125W(1/8W) ±,LI2207070000038,G02D03,,346,,,,,,,,,1236,,,,,,M09512,Vishay Semiconductors,,W103,,Astute Electronics GEA Excess/Consignment,,,,,2023,,USS site,,,,,44749,,,,
RLR05C1002GSRE6,,Res Metal Film 10K Ohm 2% 0.125W(1/8W) ±,LI2207070000039,G02E01,,890,,,,,,,,,1236,,,,,,M09512,Vishay Semiconductors,,W103,,Astute Electronics GEA Excess/Consignment,,,,,2042,,USS site,,,,,44749,,,,
RLR05C1003GR,,Resistor,CL2209090000024,G05D04,,4,,,,,,,,,4,,,,,,M09512,Vishay Semiconductors,,W103,,Astute Electronics GEA Excess/Consignment,,,,,N/A,,USS site,,,,,44813,,,,
RLR05C1003GSB14,,RES 100K OHM 2% 1/8W AXIAL,CL2209090000025,G04A01,,62,,,,,,,,,62,,,,,,M09512,Vishay Semiconductors,,W103,,Astute Electronics GEA Excess/Consignment,,,,,1310,,USS site,,,,,44813,,,,
RLR05C10R0GS,,Res Metal Film 10 Ohm 2% 1/8W ±100ppm/°C,LI2208250000031,G08B03,,3,,,,,,,,,3,,,,,,M09512,Vishay Semiconductors,,W103,,Astute Electronics GEA Excess/Consignment,,,,,9345,,USS site,,,,,44798,,,,
RLR05C10R0GSB14,,RES 10 OHM 2% 1/8W AXIAL,LI2207070000040,G02E03,,79,,,,,,,,,79,,,,,,M06762,Vishay Dale,,W103,,Astute Electronics GEA Excess/Consignment,,,,,1443,,USS site,,,,,44749,,,,
RLR05C10R0GSRE6,,Res Metal Film 10 Ohm 2% 0.125W(1/8W) ±1,LI2207070000041,G02B01,,656,,,,,,,,,656,,,,,,M09512,Vishay Semiconductors,,W103,,Astute Electronics GEA Excess/Consignment,,,,,1924,,USS site,,,,,44749,,,,
RLR05C1201GSRE6,,RES 1.2K OHM 2% 1/8W AXIAL,LI2207070000042,G02E02,,957,,,,,,,,,957,,,,,,M06762,Vishay Dale,,W103,,Astute Electronics GEA Excess/Consignment,,,,,2040,,USS site,,,,,44749,,,,
RLR05C1202GSRE6,,RES 12K OHM 2% 1/8W AXIAL,LI2207070000043,G03B01,,369,,,,,,,,,369,,,,,,M06762,Vishay Dale,,W103,,Astute Electronics GEA Excess/Consignment,,,,,2014,,USS site,,,,,44749,,,,
RLR05C1212FSRE6,,RES 12.1K OHM 1% 1/8W AXIAL,LI2207070000044,G02B02,,588,,,,,,,,,588,,,,,,M06762,Vishay Dale,,W103,,Astute Electronics GEA Excess/Consignment,,,,,2005,,USS site,,,,,44749,,,,
RLR05C1300GSB14,,Res Metal Film 120 Ohm 2% 1/4W ±100ppm/°,LI2207070000045,G02E03,,99,,,,,,,,,99,,,,,,M09512,Vishay Semiconductors,,W103,,Astute Electronics GEA Excess/Consignment,,,,,1401,,USS site,,,,,44749,,,,
RLR05C1501GSB14,,RES 1.5K OHM 2% 1/8W AXIAL,LI2207070000051,G02B01,,82,,,,,,,,,82,,,,,,M09512,Vishay Semiconductors,,W103,,Astute Electronics GEA Excess/Consignment,,,,,1340,,USS site,,,,,44749,,,,
RLR05C1502FSB14,,RES 15K OHM 1% 1/8W AXIAL,LI2207070000062,INVQRY,,57,,,,,,,,,57,,,,,,M06762,Vishay Dale,,W103,,Astute Electronics GEA Excess/Consignment,,,,,N/A,,USS site,,,,,44749,,,,
RLR05C1502GP,,RLR05C1502GP,LI2208250000032,G06D04,,303,,,,,,,,,303,,,,,,M09512,Vishay Semiconductors,,W103,,Astute Electronics GEA Excess/Consignment,,,,,0939,,USS site,,,,,44798,,,,
RLR05C1502GPRE6,,Res Metal Film 15K Ohm 2% 0.125W(1/8W) ±,LI2207070000063,G02D04,,590,,,,,,,,,590,,,,,,M09512,Vishay Semiconductors,,W103,,Astute Electronics GEA Excess/Consignment,,,,,1711,,USS site,,,,,44749,,,,
RLR05C1502GR,,Res Metal Film 1M Ohm 2% 0.125W(1/8W) ±1,LI2208250000033,G07E04,,625,,,,,,,,,625,,,,,,M09512,Vishay Semiconductors,,W103,,Astute Electronics GEA Excess/Consignment,,,,,N/A,,USS site,,,,,44798,,,,
RLR05C1741FSB14,,RES 1.74K OHM 1% 1/8W AXIAL,CL2209090000026,G04A01,,53,,,,,,,,,53,,,,,,M09512,Vishay Semiconductors,,W103,,Astute Electronics GEA Excess/Consignment,,,,,1236,,USS site,,,,,44813,,,,
RLR05C1742FSRE6,,Res Metal Film 17.4K Ohm 1% 0.125W(1/8W),LI2207070000064,G03A02,,635,,,,,,,,,635,,,,,,M09512,Vishay Semiconductors,,W103,,Astute Electronics GEA Excess/Consignment,,,,,1947,,USS site,,,,,44749,,,,
RLR05C1800GSB14,,RES 180 OHM 2% 1/8W AXIAL,LI2207070000065,G02E03,,62,,,,,,,,,62,,,,,,M09512,Vishay Semiconductors,,W103,,Astute Electronics GEA Excess/Consignment,,,,,1503,,USS site,,,,,44749,,,,
RLR05C1802GP,,ERL-05 18K 2% T-1 RLR05C1802GP RE5,LI2207070000067,G07D02,,103,,,,,,,,,103,,,,,,M09512,Vishay Semiconductors,,W103,,Astute Electronics GEA Excess/Consignment,,,,,N/A,,USS site,,,,,44749,,,,
RLR05C1822FSRE6,,Res Metal Film 18.2K Ohm 1% 0.125W(1/8W),LI2207070000068,G03A02,,570,,,,,,,,,570,,,,,,M09512,Vishay Semiconductors,,W103,,Astute Electronics GEA Excess/Consignment,,,,,2018,,USS site,,,,,44749,,,,
RLR05C1911FSB14,,resistor,PX2401030000294,F02E03,,970,,,,,,,,,970,,,,,,M11888,Vishay,,W103,,Astute Electronics GEA Excess/Consignment,,,,,,,USS site,,,,,45294,,,,
RLR05C1963FS,,"RESISTOR,FIXED,FILM",US2603060000029,QC INSPECT,100,100,1,,,,100,100,,,100,,,,,,M06762,Vishay Dale,,MAIN,,Astute Electronics Inc.,,,,USD,,1,USS site,,,,,46087,,,,
RLR05C2000FSRE6,,Res Metal Film 200 Ohm 1% 0.125W(1/8W) ±,LI2207070000069,G02D03,,289,,,,,,,,,289,,,,,,M09512,Vishay Semiconductors,,W103,,Astute Electronics GEA Excess/Consignment,,,,,1512,,USS site,,,,,44749,,,,
RLR05C2002FSRE6,,Res Metal Film 20K Ohm 1% 0.125W(1/8W) ±,LI2207070000070,G02E02,,105,,,,,,,,,105,,,,,,M06762,Vishay Dale,,W103,,Astute Electronics GEA Excess/Consignment,,,,,1512,,USS site,,,,,44749,,,,
RLR05C20R0FSRE5,,resistor,PX2401030000295,F02E01,,459,,,,,,,,,459,,,,,,M11888,Vishay,,W103,,Astute Electronics GEA Excess/Consignment,,,,,,,USS site,,,,,45294,,,,
RLR05C2200FPB14,,Res Metal Film 220 Ohm 1% 0.125W(1/8W) ±,LI2207070000071,G02E02,,674,,,,,,,,,674,,,,,,M09512,Vishay Semiconductors,,W103,,Astute Electronics GEA Excess/Consignment,,,,,N/A,,USS site,,,,,44749,,,,
RLR05C2201FPB14,,Res Metal Film 2.2K Ohm 1% 0.125W(1/8W),LI2207070000073,G02B03,,400,,,,,,,,,678,,,,,,M09512,Vishay Semiconductors,,W103,,Astute Electronics GEA Excess/Consignment,,,,,1523,,USS site,,,,,44749,,,,
RLR05C2201FPB14,,Res Metal Film 2.2K Ohm 1% 0.125W(1/8W),LI2207070000074,G02B03,,278,,,,,,,,,678,,,,,,M09512,Vishay Semiconductors,,W103,,Astute Electronics GEA Excess/Consignment,,,,,N/A,,USS site,,,,,44749,,,,
RLR05C2201GPRE6,,RES 2.2K OHM 2% 1/8W AXIAL,LI2207070000075,G02B01,,412,,,,,,,,,412,,,,,,M09512,Vishay Semiconductors,,W103,,Astute Electronics GEA Excess/Consignment,,,,,1516,,USS site,,,,,44749,,,,
RLR05C2201GSRE5,,Res Metal Film 2.2K Ohm 2% 1/8W ±100ppm/,CL2209090000027,G06B03,,90,,,,,,,,,90,,,,,,M09512,Vishay Semiconductors,,W103,,Astute Electronics GEA Excess/Consignment,,,,,1243,,USS site,,,,,44813,,,,
RLR05C2202GRRE5,,RES 22K OHM 2% 1/8W AXIAL,CL2209090000028,G07D04,,425,,,,,,,,,425,,,,,,M09512,Vishay Semiconductors,,W103,,Astute Electronics GEA Excess/Consignment,,,,,1308,,USS site,,,,,44813,,,,
