MPN,Original MPN,Manufacturer,Customer Program,Demand Qty,Life Cycle Status,MPN Risk,BOM Line Risk,Current Projected Stock,Current Stock Levels,Current Min Lead Days,Current Max Lead Days,Current Report Date,In Astute Stock,Astute Stock Qty,All Customer Programs
"ADP3334AR","ADP3334AR","Analog Devices","Edinburgh Instruments - Master BOM List",1,"OBS","HIGH","HIGH",0,"",,,"11/24/2025","NO",,"Edinburgh Instruments - Final Master BOM | Edinburgh Instruments - Master BOM List"
"ADP3334AR","ADP3334AR","Analog Devices","Edinburgh Instruments - Master BOM List",1,"OBS","HIGH","HIGH",0,"",,,"11/24/2025","NO",,"Edinburgh Instruments - Final Master BOM | Edinburgh Instruments - Master BOM List"
"ADUM1402ARW","ADUM1402ARW","Analog Devices","Pickering AD Usage",8,"LTB","HIGH","HIGH",0,"",140,140,"7/31/2025","NO",,"Pickering AD Usage"
"ADUM1402ARW","ADUM1402ARW","Analog Devices","Pickering AD Usage",8,"OBS","HIGH","HIGH",0,"",140,140,"8/21/2025","NO",,"Pickering AD Usage"
"ADUM1510BRWZ","ADUM1510BRWZ","Analog Devices","Wabtec - 2025 Requirements",550,"OBS","HIGH","HIGH",0,"",,,"11/25/2025","NO",,"Wabtec - 2025 Requirements"
"ADUM3440CRWZ","ADUM3440CRWZ","Analog Devices Inc.","DE OT RFQ 2024",35,"OBS","HIGH","HIGH",0,"",63,63,"10/15/2025","NO",,"DE OT RFQ 2024"
"ADVFC32SH","ADVFC32SH","Analog Devices","Wabtec - 2025 Requirements",1680,"NRND","HIGH","HIGH",0,"",70,70,"11/11/2025","NO",,"Wabtec - 2025 Requirements"
"ADXRS453BEYZ","ADXRS453BEYZ","","Complete Obsolescence Management (MBDACOMM2024)",1000,"LTB","HIGH","HIGH",0,"",70,319,"6/25/2025","NO",,"Complete Obsolescence Management (MBDACOMM2024) | Complete Obsolescene Management (MBDACOMM2024) | Complete Obsolescene Management (MBDACOMM24)"
"ADXRS453BEYZ","ADXRS453BEYZ","","Complete Obsolescene Management (MBDACOMM2024)",1000,"LTB","HIGH","HIGH",0,"None",70,91,"4/16/2025","NO",,"Complete Obsolescence Management (MBDACOMM2024) | Complete Obsolescene Management (MBDACOMM2024) | Complete Obsolescene Management (MBDACOMM24)"
"ADXRS453BEYZ","ADXRS453BEYZ","","Complete Obsolescene Management (MBDACOMM24)",1000,"LTB","HIGH","HIGH",0,"None",70,319,"5/21/2025","NO",,"Complete Obsolescence Management (MBDACOMM2024) | Complete Obsolescene Management (MBDACOMM2024) | Complete Obsolescene Management (MBDACOMM24)"
"ADXRS453BEYZ","ADXRS453BEYZ","Analog Devices","Complete Obsolescence Management (MBDACOMM2024)",1000,"OBS","HIGH","HIGH",0,"",,,"11/19/2025","NO",,"Complete Obsolescence Management (MBDACOMM2024) | Complete Obsolescene Management (MBDACOMM2024) | Complete Obsolescene Management (MBDACOMM24)"
"AG604-89G","AG604-89G","Qorvo","Sanmina - SpotBuy - E59 - 2025310",453,"OBS","HIGH","HIGH",0,"None",168,168,"4/23/2025","NO",,"Sanmina - SpotBuy - E59 - 2025310"
"AL8805W5-7","AL8805W57","Diodes Inc","DE OT RFQ 2024",5494,"OBS","HIGH","HIGH",0,"None",154,311,"5/7/2025","NO",,"DE OT RFQ 2024"
"AL8805W5-7","AL8805W57","Diodes Inc","DE OT RFQ 2024",5494,"OBS","HIGH","HIGH",138,"Tier 3",154,311,"3/19/2025","NO",,"DE OT RFQ 2024"
"AM29F010B-70JF","AM29F010B-70JF","Advanced Micro Devices","Siemens - GAPS Obs Parts",1,"OBS","HIGH","HIGH",0,"",,,"12/10/2025","NO",,"DE OT RFQ 2024 | OT RFQ 07.04.2025 - 11.04.2025 | OT RFQ 27.01.2025 - 17.03.2025 | Siemens - GAPS Obs Parts"
"AM29F010B-70JF","AM29F010B-70JF","Advanced Micro Devices","Siemens - GAPS Obs Parts",1,"OBS","HIGH","HIGH",0,"",,,"9/17/2025","NO",,"DE OT RFQ 2024 | OT RFQ 07.04.2025 - 11.04.2025 | OT RFQ 27.01.2025 - 17.03.2025 | Siemens - GAPS Obs Parts"
"AM29F010B-70JF","AM29F010B-70JF","Infineon Technologies","OT RFQ 07.04.2025 - 11.04.2025",54,"OBS","HIGH","HIGH",0,"",,,"12/9/2025","NO",,"DE OT RFQ 2024 | OT RFQ 07.04.2025 - 11.04.2025 | OT RFQ 27.01.2025 - 17.03.2025 | Siemens - GAPS Obs Parts"
"AM29F010B-70JF","AM29F010B-70JF","Infineon Technologies","OT RFQ 07.04.2025 - 11.04.2025",54,"OBS","HIGH","HIGH",0,"",,,"6/17/2025","NO",,"DE OT RFQ 2024 | OT RFQ 07.04.2025 - 11.04.2025 | OT RFQ 27.01.2025 - 17.03.2025 | Siemens - GAPS Obs Parts"
"AM29F010B-70JF","AM29F010B-70JF","Infineon Technologies","OT RFQ 07.04.2025 - 11.04.2025",54,"OBS","HIGH","HIGH",0,"",,,"9/16/2025","NO",,"DE OT RFQ 2024 | OT RFQ 07.04.2025 - 11.04.2025 | OT RFQ 27.01.2025 - 17.03.2025 | Siemens - GAPS Obs Parts"
"AM29F010B-70JF","AM29F010B-70JF","Infineon Technologies","OT RFQ 07.04.2025 - 11.04.2025",54,"OBS","HIGH","HIGH",40,"Tier 2",,,"5/27/2025","NO",,"DE OT RFQ 2024 | OT RFQ 07.04.2025 - 11.04.2025 | OT RFQ 27.01.2025 - 17.03.2025 | Siemens - GAPS Obs Parts"
"AM29F010B-70JF","AM29F010B-70JF","Infineon Technologies","OT RFQ 27.01.2025 - 17.03.2025",1000,"OBS","HIGH","HIGH",0,"",,,"12/8/2025","NO",,"DE OT RFQ 2024 | OT RFQ 07.04.2025 - 11.04.2025 | OT RFQ 27.01.2025 - 17.03.2025 | Siemens - GAPS Obs Parts"
"AM29F010B-70JF","AM29F010B-70JF","Infineon Technologies","OT RFQ 27.01.2025 - 17.03.2025",1000,"OBS","HIGH","HIGH",0,"",,,"6/16/2025","NO",,"DE OT RFQ 2024 | OT RFQ 07.04.2025 - 11.04.2025 | OT RFQ 27.01.2025 - 17.03.2025 | Siemens - GAPS Obs Parts"
"AM29F010B-70JF","AM29F010B-70JF","Infineon Technologies","OT RFQ 27.01.2025 - 17.03.2025",1000,"OBS","HIGH","HIGH",0,"",,,"9/15/2025","NO",,"DE OT RFQ 2024 | OT RFQ 07.04.2025 - 11.04.2025 | OT RFQ 27.01.2025 - 17.03.2025 | Siemens - GAPS Obs Parts"
"AM29F010B-70JF","AM29F010B-70JF","Infineon Technologies","OT RFQ 27.01.2025 - 17.03.2025",1000,"OBS","HIGH","HIGH",40,"Tier 2",,,"5/26/2025","NO",,"DE OT RFQ 2024 | OT RFQ 07.04.2025 - 11.04.2025 | OT RFQ 27.01.2025 - 17.03.2025 | Siemens - GAPS Obs Parts"
"AM29F010B-70JF","AM29F010B70JF","Advanced Micro Devices","DE OT RFQ 2024",4240,"OBS","HIGH","HIGH",0,"",,,"11/6/2025","NO",,"DE OT RFQ 2024 | OT RFQ 07.04.2025 - 11.04.2025 | OT RFQ 27.01.2025 - 17.03.2025 | Siemens - GAPS Obs Parts"
"AM29F010B-70JF","AM29F010B70JF","Advanced Micro Devices","DE OT RFQ 2024",4240,"OBS","HIGH","HIGH",0,"",,,"12/10/2025","NO",,"DE OT RFQ 2024 | OT RFQ 07.04.2025 - 11.04.2025 | OT RFQ 27.01.2025 - 17.03.2025 | Siemens - GAPS Obs Parts"
"AM29F010B-70JF","AM29F010B70JF","Advanced Micro Devices","DE OT RFQ 2024",4240,"OBS","HIGH","HIGH",0,"",,,"9/17/2025","NO",,"DE OT RFQ 2024 | OT RFQ 07.04.2025 - 11.04.2025 | OT RFQ 27.01.2025 - 17.03.2025 | Siemens - GAPS Obs Parts"
"AM29F010B-70JF","AM29F010B70JF","Advanced Micro Devices","DE OT RFQ 2024",4240,"OBS","HIGH","HIGH",40,"Tier 2",,,"5/21/2025","NO",,"DE OT RFQ 2024 | OT RFQ 07.04.2025 - 11.04.2025 | OT RFQ 27.01.2025 - 17.03.2025 | Siemens - GAPS Obs Parts"
"AMIS42770ICAW1RG","AMIS42770ICAW1RG","ON Semiconductor","OT RFQ 05.05.2025 - 09.05.2025",16500,"OBS","HIGH","HIGH",0,"",168,218,"1/6/2026","NO",,"OT RFQ 05.05.2025 - 09.05.2025"
"AMIS42770ICAW1RG","AMIS42770ICAW1RG","ON Semiconductor","OT RFQ 05.05.2025 - 09.05.2025",16500,"OBS","HIGH","HIGH",0,"",168,218,"9/9/2025","NO",,"OT RFQ 05.05.2025 - 09.05.2025"
"AMIS42770ICAW1RG","AMIS42770ICAW1RG","ON Semiconductor","OT RFQ 05.05.2025 - 09.05.2025",16500,"OBS","HIGH","HIGH",0,"",7,218,"7/29/2025","NO",,"OT RFQ 05.05.2025 - 09.05.2025"
"AN2131QC","AN2131QC","Infineon / Cypress","Nemco Requirement",99,"OBS","HIGH","HIGH",0,"",,,"6/16/2025","NO",,"Nemco Requirement"
"ANN-MS-0-005-0","ANNMS00050","U-Blox","DE OT RFQ 2024",795,"OBS","HIGH","HIGH",0,"",140,140,"8/27/2025","NO",,"DE OT RFQ 2024"
"ANN-MS-0-005-0","ANNMS00050","u-blox","DE OT RFQ 2024",795,"OBS","HIGH","HIGH",0,"",84,140,"7/9/2025","NO",,"DE OT RFQ 2024"
"AOZ1031AI","AOZ1031AI","Alpha & Omega Semiconductor","Elite",1800,"OBS","HIGH","HIGH",0,"",294,693,"10/8/2025","NO",,"Elite"
"AOZ1031AI","AOZ1031AI","Alpha & Omega Semiconductor","Elite",1800,"OBS","HIGH","HIGH",0,"",693,693,"11/26/2025","NO",,"Elite"
"AOZ1281DI","AOZ1281DI","Alpha & Omega Semicon","Flock Safety - Costing",600,"OBS","HIGH","HIGH",20,"Tier 2",112,161,"8/18/2025","NO",,"Flock Safety - Costing"
"AOZ1281DI","AOZ1281DI","Alpha & Omega Semiconductor","Flock Safety - Costing",600,"OBS","HIGH","HIGH",0,"",112,112,"8/25/2025","NO",,"Flock Safety - Costing"
"AP2210K-3.0TRE1","AP2210K-3.0TRE1","Diodes Incorporated","Mine Arc Systems Component usage 2024",1684,"NRND","HIGH","HIGH",0,"",140,140,"11/21/2025","NO",,"Mine Arc Systems Component usage 2024"
"AP2210K-3.0TRE1","AP2210K-3.0TRE1","Diodes Incorporated","Mine Arc Systems Component usage 2024",1684,"NRND","HIGH","HIGH",0,"",140,140,"12/19/2025","NO",,"Mine Arc Systems Component usage 2024"
"APA300-PQG208M","APA300-PQG208M","Microchip Technology","Complete Obsolescence Management (MBDACOMM2024)",1000,"EOL","HIGH","HIGH",0,"",140,140,"12/24/2025","NO",,"Complete Obsolescence Management (MBDACOMM2024)"
"APT2012SRCPRV","APT2012SRCPRV","Kingbright","Keytronic - US",3591000,"OBS","HIGH","LOW",0,"None",56,84,"6/9/2025","NO",,"Keytronic - US"
"AR0237SRSH12SHRA0-DR","AR0237SRSH12SHRA0-DR","ONSEMI","MW.FEP S.p.A. - High Runner",2040,"EOL","HIGH","HIGH",0,"",10,140,"11/20/2025","NO",,"MW.FEP S.p.A. - High Runner"
"ASX340AT3C00XPED0-DPBR","ASX340AT3C00XPED0-DPBR","ONSEMI","Beringar BOMS",1000,"OBS","HIGH","HIGH",0,"",373,373,"11/19/2025","NO",,"Beringar BOMS"
"ASX340AT3C00XPED0-DRBR","ASX340AT3C00XPED0-DRBR","ONSEMI","Beringar BOMS",1000,"OBS","HIGH","HIGH",0,"",373,373,"11/19/2025","NO",,"Beringar BOMS"
"ASX340AT3C00XPED0-TPBR","ASX340AT3C00XPED0-TPBR","onsemi","Beringar BOMS",1000,"OBS","HIGH","HIGH",0,"",,,"11/19/2025","NO",,"Beringar BOMS"
"AT24C01A-10SI-2.7","AT24C01A-10SI-2.7","Microchip Technology","Wabtec - 2025 Requirements",1087,"OBS","HIGH","HIGH",0,"",,,"7/29/2025","NO",,"Wabtec - 2025 Requirements"
"AT24C01BN-SH-T","AT24C01BN-SH-T","Microchip Technology","Wabtec - 2025 Requirements",1225,"OBS","HIGH","HIGH",0,"",358,358,"12/9/2025","NO",,"Wabtec - 2025 Requirements"
"AT24C01BN-SH-T","AT24C01BN-SH-T","Microchip Technology","Wabtec - 2025 Requirements",1225,"OBS","HIGH","HIGH",0,"",358,358,"12/9/2025","NO",,"Wabtec - 2025 Requirements"
"AT24C256BN-SH-B","AT24C256BN-SH-B","MICROCHIP","Wabtec - 2025 Requirements",3000,"OBS","HIGH","HIGH",0,"",358,358,"11/25/2025","NO",,"Wabtec - 2025 Requirements"
"AT25DF041A-SSH-B","AT25DF041A-SSH","Adesto Technologies","Halo BOM health check",120,"OBS","HIGH","HIGH",0,"",84,84,"10/17/2025","NO",,"Halo BOM health check"
"AT25SL641-MHE-T","AT25SL641-MHE-T","Renesas Electronics","D001816#B Trics Lite BOM",1,"EOL","HIGH","HIGH",0,"",126,126,"11/19/2025","NO",,"D001816#B Trics Lite BOM"
"AT25XV041B-XMHV-T","AT25XV041B-XMHV-T","Renesas Electronics","HWM Component Tender File",7004,"OBS","HIGH","HIGH",0,"",126,252,"12/16/2025","NO",,"HWM Component Tender File"
"AT45DB041D-SU","AT45DB041D-SU","Dialog Semiconductor","Chk inv- MArine",150,"OBS","HIGH","HIGH",0,"",98,98,"7/17/2025","NO",,"Chk inv- MArine"
"AT91SAM9260-QU","AT91SAM9260-QU","Microchip Technology","Wabtec - 2025 Requirements",2160,"OBS","HIGH","HIGH",0,"",,,"12/9/2025","NO",,"Wabtec - 2025 Requirements"
"AT93C46-10SU-2.7","AT93C46-10SU-2.7","Microchip Technology","Wabtec - 2025  Requirements",157,"OBS","HIGH","HIGH",0,"None",,,"4/22/2025","NO",,"Wabtec - 2025  Requirements"
"ATMEGA128L-8AI","ATmega128L-8AI","Microchip Technology","Wabtec - 2025 Requirements",533,"OBS","HIGH","HIGH",0,"",,,"12/16/2025","NO",,"Wabtec - 2025 Requirements"
"ATMEGA128L-8AI","ATmega128L-8AI","Microchip Technology","Wabtec - 2025 Requirements",533,"OBS","HIGH","HIGH",0,"None",,,"5/27/2025","NO",,"Wabtec - 2025 Requirements"
"ATZB-24-A2R","ATZB-24-A2R","Microchip Technology","Elite - BOM 2974",100,"OBS","HIGH","HIGH",0,"",84,84,"9/16/2025","NO",,"Elite - BOM 2974"
"AUIPS2041LTR","AUIPS2041LTR","Infineon Technologies","DE Customer Quotes - USD",10000,"OBS","HIGH","HIGH",0,"",358,364,"6/17/2025","NO",,"DE Customer Quotes - USD | DE Customer Quotes - USD "
"AUIPS2041LTR","AUIPS2041LTR","Infineon Technologies","DE Customer Quotes - USD",10000,"OBS","HIGH","HIGH",0,"",358,364,"9/9/2025","NO",,"DE Customer Quotes - USD | DE Customer Quotes - USD "
"AUIPS2041LTR","AUIPS2041LTR","Infineon Technologies","DE Customer Quotes - USD",10000,"OBS","HIGH","HIGH",670,"Tier 3",148,364,"8/4/2025","NO",,"DE Customer Quotes - USD | DE Customer Quotes - USD "
"AUIPS2041LTR","AUIPS2041LTR","Infineon Technologies","DE Customer Quotes - USD ",10000,"OBS","HIGH","HIGH",0,"None",148,364,"5/27/2025","NO",,"DE Customer Quotes - USD | DE Customer Quotes - USD "
"B13B-ZR-SM4-TF","B13B-ZR-SM4-TF","JST / JAPAN SOLDERLESS TERMINALS","HWM Component Tender File",800,"OBS","HIGH","HIGH",0,"",7,7,"11/25/2025","NO",,"HWM Component Tender File"
"B340LA","B340LA","Diodes Incorporated","Desimal Elektronik - BOM List 2",1,"OBS","HIGH","LOW",0,"",,,"11/28/2025","NO",,"Desimal Elektronik - BOM List 2"
"B37930K5101J060","B37930-K5101-J060","EPCOS / TDK","BEA - Component Annual Usage",265988,"OBS","HIGH","LOW",0,"",,,"10/3/2025","NO",,"BEA - Component Annual Usage"
"B37931K5103K60","B37931-K5103-K60","EPCOS","BEA - Component Annual Usage",3084559,"OBS","HIGH","LOW",0,"",134,997,"9/5/2025","NO",,"BEA - Component Annual Usage | BEA - E511 Winter Soldier | BEA - IXIO power supply module"
"B37931K5103K60","B37931-K5103-K60","EPCOS","BEA - Component Annual Usage",3084559,"OBS","HIGH","LOW",0,"None",134,997,"5/30/2025","NO",,"BEA - Component Annual Usage | BEA - E511 Winter Soldier | BEA - IXIO power supply module"
"B37931K5103K60","B37931-K5103-K60","EPCOS","BEA - E511 Winter Soldier",5,"OBS","HIGH","LOW",0,"",134,997,"9/8/2025","NO",,"BEA - Component Annual Usage | BEA - E511 Winter Soldier | BEA - IXIO power supply module"
"B37931K5103K60","B37931-K5103-K60","EPCOS","BEA - E511 Winter Soldier",5,"OBS","HIGH","LOW",0,"None",134,997,"5/26/2025","NO",,"BEA - Component Annual Usage | BEA - E511 Winter Soldier | BEA - IXIO power supply module"
"B37931K5103K60","B37931-K5103-K60","EPCOS","BEA - IXIO power supply module",1,"OBS","HIGH","LOW",0,"",134,997,"9/5/2025","NO",,"BEA - Component Annual Usage | BEA - E511 Winter Soldier | BEA - IXIO power supply module"
"B37931K5103K60","B37931-K5103-K60","EPCOS","BEA - IXIO power supply module",1,"OBS","HIGH","LOW",0,"None",134,997,"5/30/2025","NO",,"BEA - Component Annual Usage | BEA - E511 Winter Soldier | BEA - IXIO power supply module"
"B37931K5222K60","B37931-K5222-K60","EPCOS / TDK","BEA - Component Annual Usage",1010955,"OBS","HIGH","LOW",0,"",997,997,"9/5/2025","NO",,"BEA - Component Annual Usage"
"B43516B9108M000","B43516B9108M00","EPCOS / TDK","Aselsan",60,"NRND","HIGH","HIGH",0,"",252,252,"11/25/2025","NO",,"Aselsan"
"B45196H2106K109","B45196H2106K109","EPCOS / TDK","Edinburgh Instruments - Final Master BOM",2,"OBS","HIGH","HIGH",0,"",85,112,"12/25/2025","NO",,"CRFS - ASM1001-A10.1 - M8T | Edinburgh Instruments - Final Master BOM | Edinburgh Instruments - Master BOM List | Edinburgh Instruments - PL034 00700 | HWM Component Tender File"
"B45196H2106K109","B45196H2106K109","EPCOS / TDK","Edinburgh Instruments - Master BOM List",2,"OBS","HIGH","HIGH",0,"",85,112,"12/22/2025","NO",,"CRFS - ASM1001-A10.1 - M8T | Edinburgh Instruments - Final Master BOM | Edinburgh Instruments - Master BOM List | Edinburgh Instruments - PL034 00700 | HWM Component Tender File"
"B45196H2106K109","B45196H2106K109","EPCOS / TDK","Edinburgh Instruments - PL034 00700",2,"OBS","HIGH","HIGH",0,"",85,112,"12/22/2025","NO",,"CRFS - ASM1001-A10.1 - M8T | Edinburgh Instruments - Final Master BOM | Edinburgh Instruments - Master BOM List | Edinburgh Instruments - PL034 00700 | HWM Component Tender File"
"B45196H2106K109","B45196H2106K109","KEMET","CRFS - ASM1001-A10.1 - M8T",1,"OBS","HIGH","HIGH",0,"",85,112,"12/26/2025","NO",,"CRFS - ASM1001-A10.1 - M8T | Edinburgh Instruments - Final Master BOM | Edinburgh Instruments - Master BOM List | Edinburgh Instruments - PL034 00700 | HWM Component Tender File"
"B45196H2106K109","B45196H2106K109","KEMET","HWM Component Tender File",324,"OBS","HIGH","HIGH",0,"",85,112,"12/23/2025","NO",,"CRFS - ASM1001-A10.1 - M8T | Edinburgh Instruments - Final Master BOM | Edinburgh Instruments - Master BOM List | Edinburgh Instruments - PL034 00700 | HWM Component Tender File"
"B45196H2475K109","B45196-H2475-K109","EPCOS / TDK","BEA - Component Annual Usage",4253773,"OBS","HIGH","LOW",0,"",91,112,"12/26/2025","NO",,"BEA - Component Annual Usage | BEA - IXIO power supply module"
"B45196H2475K109","B45196-H2475-K109","EPCOS / TDK","BEA - IXIO power supply module",1,"OBS","HIGH","LOW",0,"",91,112,"12/26/2025","NO",,"BEA - Component Annual Usage | BEA - IXIO power supply module"
"B45196H3226M309","B45196-H3226-M309","EPCOS / TDK","BEA - Component Annual Usage",1135503,"OBS","HIGH","LOW",0,"",,,"12/26/2025","NO",,"BEA - Component Annual Usage | BEA - IXIO power supply module"
"B45196H3226M309","B45196-H3226-M309","EPCOS / TDK","BEA - IXIO power supply module",1,"OBS","HIGH","LOW",0,"",,,"12/26/2025","NO",,"BEA - Component Annual Usage | BEA - IXIO power supply module"
"B45196H3476K409","B45196H3476K409","KEMET","HWM Component Tender File",648,"OBS","HIGH","HIGH",0,"",105,105,"12/23/2025","NO",,"HWM Component Tender File"
"B8B-ZR","B8B-ZR","JST Sales America Inc.","HWM Component Tender File",2397,"OBS","HIGH","HIGH",0,"",112,112,"11/25/2025","NO",,"HWM Component Tender File"
"BA03FP-E2","BA03FP-E2","ROHM Semiconductor","Altium Library IC Components - HR Smith",1000,"EOL","HIGH","HIGH",0,"",98,98,"11/20/2025","NO",,"Altium Library IC Components - HR Smith"
"BAP51- 05W","BAP51-05W","NXP Semiconductors","HWM Component Tender File",13906,"OBS","HIGH","HIGH",0,"",,,"11/25/2025","NO",,"HWM Component Tender File"
"BAP51-05W","BAP51-05W","NXP USA Inc.","HWM Component Tender File",13906,"OBS","HIGH","HIGH",0,"None",7,7,"1/4/2025","NO",,"HWM Component Tender File"
"BAR43","BAR43","ON Semiconductor","AMS Neve - V2 18.06.2025",10000,"OBS","HIGH","HIGH",0,"",294,294,"10/2/2025","NO",,"AMS Neve - V2 18.06.2025"
"BAR43S","BAR43S","onsemi / Fairchild","UNIS",265,"OBS","HIGH","HIGH",0,"",120,294,"12/2/2025","NO",,"UNIS"
"BAV70E6327","BAV70 E6327","Infineon Technologies","Wabtec - 2025 Requirements",6232,"LTB","HIGH","HIGH",0,"",,,"9/30/2025","NO",,"Wabtec - 2025 Requirements"
"BAV70E6327","BAV70 E6327","Infineon Technologies","Wabtec - 2025 Requirements",6232,"LTB","HIGH","HIGH",0,"None",,,"5/27/2025","NO",,"Wabtec - 2025 Requirements"
"BC81740","BC81740","onsemi / Fairchild","Sirius Elektronik - BOM health Report request",3,"OBS","HIGH","HIGH",0,"",,,"7/2/2025","NO",,"Sirius Elektronik - BOM health Report request"
"BC81740MTF","BC81740MTF","onsemi","Wabtec - 2025 Requirements",13864,"OBS","HIGH","HIGH",0,"None",91,91,"5/13/2025","NO",,"Wabtec - 2025 Requirements"
"BC846BMTF","BC846BMTF","ON Semiconductor","Auxiliary Power Supply - M3453AA",10000,"OBS","HIGH","LOW",0,"",91,113,"10/22/2025","NO",,"Auxiliary Power Supply - M3453AA | Parker Hannifin - EMPD Sample BOM"
"BC846BMTF","BC846BMTF","ON Semiconductor","Auxiliary Power Supply - M3453AA",10000,"OBS","HIGH","LOW",0,"",91,113,"11/5/2025","NO",,"Auxiliary Power Supply - M3453AA | Parker Hannifin - EMPD Sample BOM"
"BC846BMTF","BC846BMTF","ON Semiconductor","Auxiliary Power Supply - M3453AA",10000,"OBS","HIGH","LOW",0,"",91,113,"12/10/2025","NO",,"Auxiliary Power Supply - M3453AA | Parker Hannifin - EMPD Sample BOM"
"BC846BMTF","BC846BMTF","ON Semiconductor","Auxiliary Power Supply - M3453AA",10000,"OBS","HIGH","LOW",0,"",91,113,"9/17/2025","NO",,"Auxiliary Power Supply - M3453AA | Parker Hannifin - EMPD Sample BOM"
"BC846BMTF","BC846BMTF","ON Semiconductor","Auxiliary Power Supply - M3453AA",10000,"OBS","HIGH","LOW",0,"None",91,113,"5/28/2025","NO",,"Auxiliary Power Supply - M3453AA | Parker Hannifin - EMPD Sample BOM"
"BC846BMTF","BC846BMTF","ONSEMI","Parker Hannifin - EMPD Sample BOM",5,"OBS","HIGH","LOW",0,"",91,113,"11/5/2025","NO",,"Auxiliary Power Supply - M3453AA | Parker Hannifin - EMPD Sample BOM"
"BC856BLT3","BC856BLT","onsemi","Landis+Gyr Turkey",2000,"OBS","HIGH","HIGH",0,"None",,,"3/18/2025","NO",,"Landis+Gyr Turkey"
"BC856BLT3","BC856BLT","onsemi","Landis+Gyr Turkey",2000,"OBS","HIGH","HIGH",0,"None",,,"4/15/2025","NO",,"Landis+Gyr Turkey"
"BC856BMTF","BC856BMTF","ON Semiconductor","Auxiliary Power Supply - M3453AA",10000,"OBS","HIGH","LOW",0,"None",91,179,"5/14/2025","NO",,"Auxiliary Power Supply - M3453AA | Landis+Gyr Turkey"
"BC856BMTF","BC856BMTF","ONSEMI","Landis+Gyr Turkey",2000,"OBS","HIGH","HIGH",0,"",7,179,"12/9/2025","NO",,"Auxiliary Power Supply - M3453AA | Landis+Gyr Turkey"
"BC856BMTF","BC856BMTF","onsemi","Landis+Gyr Turkey",2000,"OBS","HIGH","MID",0,"None",91,179,"5/13/2025","NO",,"Auxiliary Power Supply - M3453AA | Landis+Gyr Turkey"
"BCM5241A1IMLG","BCM5241A1IMLG","Broadcom","Wabtec - 2025 Requirements",597,"OBS","HIGH","HIGH",0,"",350,350,"7/15/2025","NO",,"Wabtec - 2025 Requirements"
"BCN164ABI103J7","BCN164ABI103J7","IRC / TT Electronics","Roberta",6400,"OBS","HIGH","HIGH",0,"",,,"8/19/2025","NO",,"Roberta"
"BCW60D","BCW60D","Nexperia","Edinburgh Instruments - Final Master BOM",1,"OBS","HIGH","HIGH",0,"",189,189,"7/3/2025","NO",,"Edinburgh Instruments - Final Master BOM | Edinburgh Instruments - Master BOM List"
"BCW60D","BCW60D","Nexperia","Edinburgh Instruments - Master BOM List",1,"OBS","HIGH","HIGH",0,"",189,189,"7/7/2025","NO",,"Edinburgh Instruments - Final Master BOM | Edinburgh Instruments - Master BOM List"
"BFU520AR","BFU520AR","NXP Semiconductors","HR SMITH Transistor Enquiry - Health Check",1000,"EOL","HIGH","HIGH",0,"",120,693,"12/4/2025","NO",,"HR SMITH Transistor Enquiry - Health Check"
"BFU590GX","BFU590GX","NXP","Edinburgh Instruments - Final Master BOM",4,"EOL","HIGH","HIGH",0,"",102,693,"1/15/2026","NO",,"Edinburgh Instruments - Final Master BOM | Edinburgh Instruments - Master BOM List"
"BFU590GX","BFU590GX","NXP","Edinburgh Instruments - Master BOM List",4,"EOL","HIGH","HIGH",0,"",102,693,"1/12/2026","NO",,"Edinburgh Instruments - Final Master BOM | Edinburgh Instruments - Master BOM List"
"BK1608TS102-T","BK1608TS102-T","TAIYO YUDEN","Atel - RFQ",144,"OBS","HIGH","HIGH",0,"",98,98,"11/24/2025","NO",,"Atel - RFQ | Atel - RFQ_0035_YBM"
"BK1608TS102-T","BK1608TS102-T","TAIYO YUDEN","Atel - RFQ_0035_YBM",144,"OBS","HIGH","HIGH",0,"None",98,98,"7/4/2025","NO",,"Atel - RFQ | Atel - RFQ_0035_YBM"
"BKP1005HS100-T","BKP1005HS100-T","TAIYO YUDEN","Edinburgh Instruments - Final Master BOM",6,"OBS","HIGH","HIGH",0,"",364,364,"12/4/2025","NO",,"Edinburgh Instruments - Final Master BOM"
"BKP2125HS600-T","BKP2125HS600-T","TAIYO YUDEN","Tencell - Recent Purchases",12000,"OBS","HIGH","HIGH",0,"",43,98,"12/11/2025","NO",,"Tencell - Recent Purchases"
"BL01RN1A1D2B","BL01RN1A1D2B","MURATA","QCS2567",2880,"OBS","HIGH","HIGH",0,"",71,126,"11/7/2025","NO",,"QCS2567"
"BL01RN1A1D2B","BL01RN1A1D2B","MURATA","QCS2567",2880,"OBS","HIGH","HIGH",0,"",71,126,"6/13/2025","NO",,"QCS2567"
"BL02RN2R1M2B","BL02RN2R1M2B","Murata","DE OT RFQ 2024",100,"OBS","HIGH","HIGH",0,"None",126,997,"3/26/2025","NO",,"DE OT RFQ 2024"
"BL02RN2R1M2B","BL02RN2R1M2B","Murata","DE OT RFQ 2024",100,"OBS","HIGH","HIGH",0,"None",126,997,"3/26/2025","NO",,"DE OT RFQ 2024"
